,participantID,externalID,condition,duration,finished,demographics_identify_1,demographics_identify_2,demographics_age_1,demographics_computer_experience_1,demographics_games_experience_1,demographics_video_editing_experience_1,demographics_video_comparison_experience_1,demographics_visualization_experience_1,demographics_visualization_comparison_experience_1,demographics_line_chart_1,demographics_bar_chart_1,demographics_scatter_plot_1,demographics_area_chart_1,demographics_pie_chart_1,demographics_box_and_whisker_plot_1,demographics_data_visualizations_1,demographics_cvd_1,demographics_cvd_type_1,demographics_vision_ability_1,demographics_vision_ability_type_1,demographics_duration,summary1_speed_1,summary1_speed_reason_1,summary1_accuracy_1,summary1_accuracy_reason_1,summary1_preference_1,summary1_preference_reason_1,summary1_comments_1,summary1_duration,nasa-tlx/smallmultiples1_slider_1,nasa-tlx/smallmultiples1_slider_2,nasa-tlx/smallmultiples1_slider_3,nasa-tlx/smallmultiples1_slider_4,nasa-tlx/smallmultiples1_slider_5,nasa-tlx/smallmultiples1_slider_6,nasa-tlx/smallmultiples1_slider_7,nasa-tlx/smallmultiples1_slider_8,nasa-tlx/smallmultiples1_slider_9,nasa-tlx/smallmultiples1_slider_10,nasa-tlx/smallmultiples1_duration,nasa-tlx/overlays1_slider_1,nasa-tlx/overlays1_slider_2,nasa-tlx/overlays1_slider_3,nasa-tlx/overlays1_slider_4,nasa-tlx/overlays1_slider_5,nasa-tlx/overlays1_slider_6,nasa-tlx/overlays1_slider_7,nasa-tlx/overlays1_slider_8,nasa-tlx/overlays1_slider_9,nasa-tlx/overlays1_slider_10,nasa-tlx/overlays1_duration,nasa-tlx/shadowMarkers1_slider_1,nasa-tlx/shadowMarkers1_slider_2,nasa-tlx/shadowMarkers1_slider_3,nasa-tlx/shadowMarkers1_slider_4,nasa-tlx/shadowMarkers1_slider_5,nasa-tlx/shadowMarkers1_slider_6,nasa-tlx/shadowMarkers1_slider_7,nasa-tlx/shadowMarkers1_slider_8,nasa-tlx/shadowMarkers1_slider_9,nasa-tlx/shadowMarkers1_slider_10,nasa-tlx/shadowMarkers1_duration
10,11,667d8e907209f09ddcfa9155,overlays_smallmultiples_shadowmarks,1848.114601,True,Man,,30.0,30.0,40.0,5.0,2.0,5.0,2.0,,1,1,,1,,0.0,No,,Yes,,104.598,Overlays,easier to spot the tallest by stacking them on top of each other,Overlays,easier to spot the tallest by stacking them on top of each other,Overlays,easier to spot the tallest by stacking them on top of each other,,53.603552,3.0,1.0,1.0,4.0,5.0,1.0,5.0,3.0,4.0,4.0,33.572368,3.0,1.0,1.0,2.0,3.0,1.0,4.0,5.0,2.0,1.0,35.356726,4.0,1.0,1.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,22.94851
11,12,57b76ef5017c2d000166f019,shadowmarks_overlays_smallmultiples,0.0,False,Man,,25.0,21.0,13.0,0.0,1.0,0.0,0.0,,,,,1,,0.0,No,,Yes,,65.985138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,13,667d8e907209f09ddcfa9155,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,14,667d8e907209f09ddcfa9155,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,15,6679757dcf5a0a996e500673,shadowmarks_smallmultiples_overlays,1245.690753,True,Man,,36.0,48.0,12.0,2.0,0.0,0.0,0.0,1,1,,,1,,0.0,No,,Yes,,89.77289,Small Multiples,It's more intuitive and less system dependant.,Small Multiples,Same reason as above.,Small Multiples,It's easier to operate and find the right solution.,,40.924468,1.0,1.0,1.0,6.0,1.0,2.0,2.0,6.0,2.0,1.0,31.178965,1.0,1.0,1.0,6.0,2.0,3.0,1.0,6.0,2.0,1.0,17.505174,1.0,1.0,1.0,7.0,2.0,3.0,1.0,6.0,2.0,1.0,28.809938
15,16,66bddb993c5fa47138a89cde,overlays_smallmultiples_shadowmarks,2205.894459,True,Woman,,33.0,45.0,10.0,3.0,5.0,4.0,3.0,1,1,,1,1,,0.0,No,,Yes,,171.125787,Overlays,I could see through,Shadow Marks,Dimensions,Overlays,Seeing Through others,NA,146.992472,7.0,6.0,3.0,3.0,7.0,1.0,2.0,4.0,5.0,5.0,36.792585,7.0,6.0,5.0,2.0,5.0,1.0,1.0,5.0,5.0,4.0,52.724448,7.0,7.0,2.0,4.0,6.0,1.0,4.0,5.0,4.0,5.0,32.62524
16,17,66b37344796f45313433abc8,overlays_shadowmarks_smallmultiples,0.0,False,Man,,20.0,70.0,1.0,0.0,0.0,0.0,2.0,1,1,1,,1,1,0.0,No,,Yes,,249.577591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,18,668c4b63509df0f32d2b4a72,smallmultiples_overlays_shadowmarks,1148.46488,True,Man,,36.0,35.0,15.0,0.0,5.0,0.0,0.0,1,,,,1,,0.0,No,,Yes,,67.609999,Shadow Marks,It allowed me to compare all the flowers at once instead of having to compare 2 at a time to easily find the highest point.,Shadow Marks,Having a constant mark of the highest point made it easier to compare each flower,Shadow Marks,Easier to use and quicker to find the correct result,,91.746033,5.0,2.0,6.0,3.0,5.0,7.0,6.0,3.0,6.0,2.0,32.667073,3.0,2.0,5.0,1.0,2.0,2.0,1.0,7.0,2.0,2.0,29.976653,5.0,2.0,2.0,5.0,5.0,5.0,4.0,5.0,5.0,2.0,26.258832
18,19,65cc041f70b1949ced29d0dc,smallmultiples_shadowmarks_overlays,1726.78951,True,Man,,29.0,20.0,10.0,5.0,5.0,2.0,2.0,1,1,1,,1,,0.0,No,,Yes,,59.830232,Shadow Marks,It was easier for me to complete with the marks.,Shadow Marks,Because the points that I marked helped me see more accurately and the results were accurate.,Shadow Marks,Because it was the most convenient one.,,73.903926,6.0,3.0,4.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,37.994458,5.0,3.0,5.0,3.0,5.0,3.0,5.0,4.0,6.0,5.0,18.355076,4.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,34.614643
19,20,637e1c1af194c6e63e8ff286,overlays_smallmultiples_shadowmarks,1749.501308,True,Man,,29.0,15.0,3.0,0.0,0.0,0.0,0.0,1,1,,,1,,0.0,No,,No,,107.277307,Shadow Marks,was easier to compare using the markers,Shadow Marks,it built a representative of the height,Shadow Marks,I found it the most easiest and helpful technique,,66.163142,5.0,1.0,1.0,4.0,4.0,6.0,6.0,4.0,5.0,2.0,28.540702,7.0,1.0,1.0,5.0,7.0,7.0,4.0,4.0,6.0,1.0,33.922377,1.0,1.0,1.0,3.0,2.0,6.0,2.0,4.0,4.0,2.0,28.263868
20,21,663a8086ba8db076cb9116e4,overlays_shadowmarks_smallmultiples,1221.855916,True,Man,,32.0,30.0,10.0,6.0,2.0,1.0,0.0,1,1,1,,1,,0.0,No,,Yes,,65.762077,Overlays,It was easy to do the task when plants were overlay on each other,Shadow Marks,NA,Overlays,It was the fastest I can finish the task,,65.72626,5.0,3.0,5.0,3.0,5.0,5.0,2.0,3.0,3.0,4.0,15.844235,6.0,3.0,3.0,3.0,6.0,3.0,2.0,5.0,5.0,5.0,34.244361,6.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,20.662928
21,22,64d50cea3e508365daf4bfed,shadowmarks_smallmultiples_overlays,2363.857678,True,Woman,,49.0,40.0,15.0,0.0,0.0,0.0,0.0,1,1,,,1,,0.0,No,,Yes,,99.830377,Shadow Marks,It was easier having a grid to help measure the plants.,Shadow Marks,The red lines really kelped.,Shadow Marks,It was the easiest.,,121.019609,7.0,2.0,5.0,7.0,6.0,7.0,6.0,5.0,7.0,3.0,77.525133,5.0,2.0,5.0,6.0,6.0,7.0,7.0,1.0,7.0,4.0,41.180834,5.0,2.0,5.0,5.0,6.0,3.0,5.0,5.0,5.0,5.0,97.915374
22,23,6541df28d57cd91519f2c843,overlays_shadowmarks_smallmultiples,0.0,False,Man,,19.0,65.0,45.0,0.0,0.0,0.0,0.0,1,,,,1,,0.0,No,,Yes,,75.721432,,,,,,,,,,,,,,,,,,,,4.0,3.0,4.0,3.0,4.0,2.0,2.0,4.0,3.0,4.0,46.100456,,,,,,,,,,,
23,24,5ce9be3a7d69950001cd9959,shadowmarks_overlays_smallmultiples,3689.934764,True,Man,,32.0,20.0,10.0,0.0,1.0,0.0,1.0,1,1,,1,1,,0.0,No,,Yes,,133.631391,Shadow Marks,This technique allows me to compare all of the plants at the same time by looking at the horizontal line.,Shadow Marks,The red horizontal line was precise and useful.,Shadow Marks,It saved me the most time out of all of them.,Some of the trials wouldn't load and I had to keep refreshing the page. It has taken me way longer than it should have. I have worked hard to complete the study. I hope there are no issues. Best regards.,172.522187,5.0,4.0,7.0,4.0,6.0,7.0,5.0,3.0,6.0,7.0,41.872199,5.0,2.0,7.0,2.0,7.0,7.0,1.0,6.0,3.0,3.0,32.503566,5.0,1.0,5.0,3.0,5.0,6.0,2.0,5.0,4.0,5.0,58.750533
24,25,667b32bf9f52803a1f564afb,smallmultiples_shadowmarks_overlays,1473.5786,True,Man,,25.0,15.0,2.0,1.0,1.0,2.0,1.0,1,1,1,1,1,1,0.0,No,,Yes,,50.065618,Shadow Marks,Cos you could easily compare,Shadow Marks,The grid marks,Shadow Marks,Comparisons over frames,N/A,52.94047,6.0,3.0,5.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,33.531719,6.0,5.0,6.0,3.0,6.0,6.0,6.0,3.0,6.0,6.0,22.06032,5.0,3.0,5.0,6.0,5.0,3.0,3.0,6.0,5.0,3.0,23.786866
25,26,662613a0c132844f74a62143,smallmultiples_shadowmarks_overlays,808.615248,True,Man,,40.0,50.0,40.0,0.0,0.0,20.0,0.0,1,1,,,1,,0.0,No,,Yes,,51.29035,Overlays,It was the quickest to compare the images,Overlays,it was the easiest,Overlays,It was the most straight forward,,51.386767,5.0,2.0,5.0,6.0,5.0,6.0,3.0,2.0,6.0,6.0,37.362969,5.0,2.0,4.0,4.0,5.0,6.0,5.0,3.0,6.0,2.0,26.974348,4.0,4.0,5.0,3.0,4.0,5.0,4.0,5.0,3.0,3.0,26.40422
26,27,66ab955e70fbb4f16f2ae0ec,shadowmarks_overlays_smallmultiples,1675.860275,True,Man,,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,,0.0,No,,Yes,,98.077669,Small Multiples,It broke up the comparison into smaller parts,Shadow Marks,You could see for sure whether a plant was higher than the last mark,Overlays,It felt like it required the least effort,No,97.184536,6.0,1.0,4.0,4.0,6.0,3.0,6.0,5.0,5.0,2.0,47.212164,6.0,1.0,5.0,3.0,6.0,4.0,4.0,4.0,6.0,3.0,51.088488,6.0,1.0,5.0,3.0,5.0,3.0,3.0,5.0,6.0,5.0,44.540831
27,28,6695458906359d066cd63630,smallmultiples_overlays_shadowmarks,1784.569102,True,Woman,,19.0,28.0,26.0,0.0,0.0,0.0,0.0,1,1,1,,1,,0.0,No,,Yes,,86.137394,Overlays,"It required less precision than the shadow marks, and the small multiples required too much guess work so it took longer because I kept getting it wrong.",Shadow Marks,"This technique was most helpful for me as it provided me with a visual, unmoving border to compare each sunflower to, instead of trying to picture it in my head, I think my depth perception is worse at the top and bottom of my vision instead of in the middle so I could never tell if the distances were the same or not.",Shadow Marks,"Once I got past the difficulty of learning the task and realised the flowers were growing at different paces and had different peaks, it was easiest to compare the sunflowers with these guided lines that did all the distance measuring for me","Technical issues - a very 'bugged' study for me. I found it hard to complete as it messed with my keyboard a lot and one of the pages kept opening in a new tab, so I had to go out of full-screen mode into a new tab and then it wouldn't let me go back into full-screen mode, it bugged my keyboard out and I had to restart my PC twice.",307.08535,6.0,2.0,6.0,7.0,6.0,7.0,2.0,1.0,7.0,2.0,34.065696,6.0,2.0,7.0,5.0,6.0,7.0,7.0,2.0,5.0,3.0,34.257335,3.0,5.0,7.0,2.0,6.0,7.0,1.0,6.0,3.0,7.0,36.005913
28,29,665980124561eed350031728,overlays_smallmultiples_shadowmarks,0.0,False,Man,,30.0,34.0,5.0,1.0,2.0,1.0,2.0,1,1,,,1,,0.0,No,,Yes,,474.552439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,30,667ddb1af559467b808e86bd,shadowmarks_overlays_smallmultiples,0.0,False,Woman,,21.0,15.0,6.0,2.0,5.0,4.0,3.0,1,1,1,,1,1,0.0,No,,Yes,,64.875516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,31,66bbadb8e73e6623c8513977,overlays_shadowmarks_smallmultiples,2624.001248,True,Woman,,19.0,45.0,5.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0.0,No,,Yes,,107.462503,Shadow Marks,The line across all the flowers was these easiest as it was able to clearly show whether the other flowers were below or above it ,Shadow Marks,Due to the lines being in red I could clearly see what plants measured up to others ,Shadow Marks,This was the easist and quickest and least hard to understand the technique ,,112.705952,7.0,7.0,2.0,6.0,7.0,6.0,7.0,2.0,6.0,6.0,31.745418,7.0,3.0,3.0,6.0,6.0,6.0,5.0,4.0,4.0,7.0,35.671744,3.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,31.768886
31,32,6698eed4051dcc72f7993e3f,shadowmarks_overlays_smallmultiples,2978.333904,True,Woman,,51.0,20.0,1.0,0.0,0.0,4.0,0.0,1,1,,,1,,0.0,No,,Yes,,139.508902,Small Multiples,Because you could see all in one go rather than going through them all individually,Shadow Marks,Much easier to tell which went the tallest,Shadow Marks,Because it was easier to tell which was the tallest once you had the hang of it,,114.383721,7.0,2.0,2.0,6.0,6.0,5.0,5.0,3.0,7.0,1.0,47.826719,7.0,3.0,2.0,5.0,7.0,5.0,5.0,3.0,7.0,3.0,47.400467,6.0,2.0,2.0,3.0,4.0,2.0,2.0,6.0,4.0,5.0,58.330526
32,33,6435816b3f5be1197802bcd5,overlays_shadowmarks_smallmultiples,0.0,False,Woman,,50.0,35.0,3.0,7.0,5.0,15.0,5.0,1,,,,,,0.0,No,,No,,1070.025902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,34,65f2b4fbf079916998f3eeb2,shadowmarks_smallmultiples_overlays,0.0,False,Woman,,39.0,35.0,3.0,2.0,2.0,4.0,2.0,,1,1,,1,,0.0,No,,No,,993.026507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,35,669d388090a5fcb0fb30a00e,overlays_shadowmarks_smallmultiples,1083.778929,True,Woman,,34.0,35.0,0.0,0.0,0.0,7.0,0.0,1,1,1,1,1,1,0.0,No,,Yes,,47.068275,Shadow Marks,helped to see the marker line,Overlays,showed comparison,Shadow Marks,fastest/easiest,,48.182112,5.0,2.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,33.647805,5.0,2.0,3.0,6.0,5.0,5.0,4.0,2.0,5.0,5.0,38.335505,2.0,1.0,5.0,2.0,3.0,3.0,2.0,5.0,3.0,2.0,23.153764
35,36,5f3d6f7010ad88124f3906e2,smallmultiples_overlays_shadowmarks,1716.566575,True,Man,,27.0,56.0,30.0,2.0,0.0,0.0,0.0,,1,,,1,,0.0,No,,Yes,,120.53178,Shadow Marks,It felt a lot easier to keep track of the tallest by simply moving the grid to the highest point of one and then checking the others,Shadow Marks,"The grid made it easier to pin point the actual height and keep track, so it was more accurate however the last take i struggled with due to them all being so similar in height so im not sure if my results will match this opinion",Shadow Marks,It was the quickest to use and easiest to see clearly ,,189.790743,7.0,4.0,4.0,7.0,7.0,7.0,5.0,1.0,7.0,5.0,32.330637,5.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,4.0,38.158374,5.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,5.0,1.0,31.939706
36,37,665980124561eed350031728,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,38,6631946e4f43db45004ae20e,shadowmarks_overlays_smallmultiples,0.0,False,Woman,,41.0,6.0,3.0,0.0,1.0,1.0,1.0,,1,,,1,,0.0,No,,Yes,,280.47997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,39,667db691e3f22dbe8a40f93f,smallmultiples_overlays_shadowmarks,1025.670162,True,Woman,,19.0,20.0,0.0,1.0,3.0,2.0,1.0,1,1,1,,1,,0.0,No,,Yes,,262.164069,Shadow Marks,Quick to easily detect,Shadow Marks,The grid lines were easy to use,Shadow Marks,Really straightforward,N/A,57.845216,5.0,5.0,5.0,5.0,5.0,6.0,3.0,5.0,5.0,3.0,167.383576,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,30.285811,5.0,3.0,5.0,3.0,5.0,5.0,3.0,5.0,3.0,3.0,117.64112
39,40,66825fa93c2ec1d87d769b8e,smallmultiples_shadowmarks_overlays,2406.169691,True,Man,,29.0,0.0,8.0,2.0,0.0,6.0,8.0,1,1,,,1,,0.0,No,,Yes,,306.804812,Shadow Marks,the cursor help way better for me ,Shadow Marks,was easy to visualize ,Shadow Marks,faster ,none,220.8633,2.0,1.0,1.0,3.0,6.0,4.0,3.0,5.0,3.0,2.0,139.102935,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,38.162928,1.0,1.0,5.0,4.0,5.0,5.0,3.0,5.0,3.0,2.0,67.876295
40,41,66a3700f991e3811d73be0e4,shadowmarks_overlays_smallmultiples,0.0,False,Man,,42.0,8.0,3.0,2.0,3.0,5.0,3.0,,,,,1,,0.0,No,,Yes,,136.472364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,42,66ba75f8c9aa379fc1b3ee5c,shadowmarks_smallmultiples_overlays,0.0,False,Woman,,32.0,20.0,10.0,0.0,0.0,0.0,0.0,1,1,1,1,1,,0.0,No,,Yes,,48.782085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,43,665c99075c9d36f57b075417,overlays_smallmultiples_shadowmarks,0.0,False,Man,,38.0,80.0,12.0,5.0,5.0,7.0,7.0,1,1,1,,1,,0.0,No,,No,,209.35203,,,,,,,,,,,,,,,,,,,,4.0,5.0,3.0,1.0,3.0,1.0,3.0,7.0,3.0,3.0,139.649768,,,,,,,,,,,
43,44,66bd6fbcb23a3b4d25ca6517,shadowmarks_smallmultiples_overlays,0.0,False,Woman,,24.0,48.0,24.0,0.0,0.0,0.0,0.0,1,1,1,,1,,0.0,No,,Yes,,57.268175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,45,66a1597d533255e95d1d33e4,overlays_smallmultiples_shadowmarks,2387.83308,True,Man,,46.0,20.0,5.0,4.0,5.0,1.0,2.0,,1,,,1,,0.0,No,,Yes,,141.734276,Shadow Marks,I was able to measure the high of each flower with the shadow mark.,Shadow Marks,It was a precise method.,Shadow Marks,It made the task easy for me.,,108.283968,5.0,6.0,3.0,3.0,5.0,2.0,2.0,5.0,5.0,3.0,51.406762,5.0,6.0,3.0,2.0,5.0,2.0,2.0,6.0,5.0,5.0,135.811973,5.0,5.0,5.0,2.0,5.0,3.0,3.0,5.0,5.0,3.0,77.958079
45,46,667c1859af0fc13bea81df52,shadowmarks_smallmultiples_overlays,0.0,False,Woman,,20.0,72.0,16.0,0.0,0.0,0.0,0.0,1,1,1,,1,,0.0,No,,Yes,,74.891796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,47,6632404d369dbb28fc6bf5d5,overlays_shadowmarks_smallmultiples,2911.576629,True,Woman,,56.0,35.0,1.0,0.0,0.0,0.0,0.0,1,1,,,1,,0.0,No,,Yes,,114.044683,Shadow Marks,I could mark the one in the first row that I thought was the tallest and then just watch row 2 and 3 to see if any of those passed the mark.,Shadow Marks,Without the shadow marks you couldn't tell the exact height on the rest of the rows.,Shadow Marks,It took less time and I was able to get a more accurate idea of the height when comparing with the shadow mark.,,179.466821,6.0,3.0,5.0,6.0,6.0,6.0,6.0,3.0,6.0,5.0,56.508515,6.0,3.0,5.0,3.0,6.0,5.0,3.0,5.0,6.0,5.0,70.897307,5.0,3.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,49.318122
47,48,6652cf120a6505fa5c315df9,shadowmarks_smallmultiples_overlays,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
