,participantID,externalID,condition,duration,finished,demographics_identify_1,demographics_identify_2,demographics_age_1,demographics_computer_experience_1,demographics_games_experience_1,demographics_video_editing_experience_1,demographics_video_comparison_experience_1,demographics_visualization_experience_1,demographics_visualization_comparison_experience_1,demographics_line_chart_1,demographics_bar_chart_1,demographics_scatter_plot_1,demographics_area_chart_1,demographics_pie_chart_1,demographics_box_and_whisker_plot_1,demographics_data_visualizations_1,demographics_cvd_1,demographics_cvd_type_1,demographics_vision_ability_1,demographics_vision_ability_type_1,demographics_duration,summary1_speed_1,summary1_speed_reason_1,summary1_accuracy_1,summary1_accuracy_reason_1,summary1_preference_1,summary1_preference_reason_1,summary1_comments_1,summary1_duration,nasa-tlx/smallmultiples1_slider_1,nasa-tlx/smallmultiples1_slider_2,nasa-tlx/smallmultiples1_slider_3,nasa-tlx/smallmultiples1_slider_4,nasa-tlx/smallmultiples1_slider_5,nasa-tlx/smallmultiples1_slider_6,nasa-tlx/smallmultiples1_slider_7,nasa-tlx/smallmultiples1_slider_8,nasa-tlx/smallmultiples1_slider_9,nasa-tlx/smallmultiples1_slider_10,nasa-tlx/smallmultiples1_duration,nasa-tlx/overlays1_slider_1,nasa-tlx/overlays1_slider_2,nasa-tlx/overlays1_slider_3,nasa-tlx/overlays1_slider_4,nasa-tlx/overlays1_slider_5,nasa-tlx/overlays1_slider_6,nasa-tlx/overlays1_slider_7,nasa-tlx/overlays1_slider_8,nasa-tlx/overlays1_slider_9,nasa-tlx/overlays1_slider_10,nasa-tlx/overlays1_duration,nasa-tlx/shadowMarkers1_slider_1,nasa-tlx/shadowMarkers1_slider_2,nasa-tlx/shadowMarkers1_slider_3,nasa-tlx/shadowMarkers1_slider_4,nasa-tlx/shadowMarkers1_slider_5,nasa-tlx/shadowMarkers1_slider_6,nasa-tlx/shadowMarkers1_slider_7,nasa-tlx/shadowMarkers1_slider_8,nasa-tlx/shadowMarkers1_slider_9,nasa-tlx/shadowMarkers1_slider_10,nasa-tlx/shadowMarkers1_duration
10,19,65cc041f70b1949ced29d0dc,smallmultiples_shadowmarks_overlays,1726.78951,True,Man,,29,20,10,5,5,2,2,1,1,1,,1,,0,No,,Yes,,59.830232,Shadow Marks,It was easier for me to complete with the marks.,Shadow Marks,Because the points that I marked helped me see more accurately and the results were accurate.,Shadow Marks,Because it was the most convenient one.,,73.903926,6,3,4,3,5,3,5,5,5,5,37.994458,5,3,5,3,5,3,5,4,6,5,18.355076,4,3,4,3,3,3,3,5,4,3,34.614643
11,20,637e1c1af194c6e63e8ff286,overlays_smallmultiples_shadowmarks,1749.501308,True,Man,,29,15,3,0,0,0,0,1,1,,,1,,0,No,,No,,107.277307,Shadow Marks,was easier to compare using the markers,Shadow Marks,it built a representative of the height,Shadow Marks,I found it the most easiest and helpful technique,,66.163142,5,1,1,4,4,6,6,4,5,2,28.540702,7,1,1,5,7,7,4,4,6,1,33.922377,1,1,1,3,2,6,2,4,4,2,28.263868
12,21,663a8086ba8db076cb9116e4,overlays_shadowmarks_smallmultiples,1221.855916,True,Man,,32,30,10,6,2,1,0,1,1,1,,1,,0,No,,Yes,,65.762077,Overlays,It was easy to do the task when plants were overlay on each other,Shadow Marks,NA,Overlays,It was the fastest I can finish the task,,65.72626,5,3,5,3,5,5,2,3,3,4,15.844235,6,3,3,3,6,3,2,5,5,5,34.244361,6,3,3,5,3,5,5,5,5,3,20.662928
13,22,64d50cea3e508365daf4bfed,shadowmarks_smallmultiples_overlays,2363.857678,True,Woman,,49,40,15,0,0,0,0,1,1,,,1,,0,No,,Yes,,99.830377,Shadow Marks,It was easier having a grid to help measure the plants.,Shadow Marks,The red lines really kelped.,Shadow Marks,It was the easiest.,,121.019609,7,2,5,7,6,7,6,5,7,3,77.525133,5,2,5,6,6,7,7,1,7,4,41.180834,5,2,5,5,6,3,5,5,5,5,97.915374
14,24,5ce9be3a7d69950001cd9959,shadowmarks_overlays_smallmultiples,3689.934764,True,Man,,32,20,10,0,1,0,1,1,1,,1,1,,0,No,,Yes,,133.631391,Shadow Marks,This technique allows me to compare all of the plants at the same time by looking at the horizontal line.,Shadow Marks,The red horizontal line was precise and useful.,Shadow Marks,It saved me the most time out of all of them.,Some of the trials wouldn't load and I had to keep refreshing the page. It has taken me way longer than it should have. I have worked hard to complete the study. I hope there are no issues. Best regards.,172.522187,5,4,7,4,6,7,5,3,6,7,41.872199,5,2,7,2,7,7,1,6,3,3,32.503566,5,1,5,3,5,6,2,5,4,5,58.750533
15,25,667b32bf9f52803a1f564afb,smallmultiples_shadowmarks_overlays,1473.5786,True,Man,,25,15,2,1,1,2,1,1,1,1,1,1,1,0,No,,Yes,,50.065618,Shadow Marks,Cos you could easily compare,Shadow Marks,The grid marks,Shadow Marks,Comparisons over frames,N/A,52.94047,6,3,5,3,5,5,3,5,5,5,33.531719,6,5,6,3,6,6,6,3,6,6,22.06032,5,3,5,6,5,3,3,6,5,3,23.786866
16,26,662613a0c132844f74a62143,smallmultiples_shadowmarks_overlays,808.615248,True,Man,,40,50,40,0,0,20,0,1,1,,,1,,0,No,,Yes,,51.29035,Overlays,It was the quickest to compare the images,Overlays,it was the easiest,Overlays,It was the most straight forward,,51.386767,5,2,5,6,5,6,3,2,6,6,37.362969,5,2,4,4,5,6,5,3,6,2,26.974348,4,4,5,3,4,5,4,5,3,3,26.40422
17,27,66ab955e70fbb4f16f2ae0ec,shadowmarks_overlays_smallmultiples,1675.860275,True,Man,,28,0,0,0,0,0,0,1,1,1,1,1,,0,No,,Yes,,98.077669,Small Multiples,It broke up the comparison into smaller parts,Shadow Marks,You could see for sure whether a plant was higher than the last mark,Overlays,It felt like it required the least effort,No,97.184536,6,1,4,4,6,3,6,5,5,2,47.212164,6,1,5,3,6,4,4,4,6,3,51.088488,6,1,5,3,5,3,3,5,6,5,44.540831
18,28,6695458906359d066cd63630,smallmultiples_overlays_shadowmarks,1784.569102,True,Woman,,19,28,26,0,0,0,0,1,1,1,,1,,0,No,,Yes,,86.137394,Overlays,"It required less precision than the shadow marks, and the small multiples required too much guess work so it took longer because I kept getting it wrong.",Shadow Marks,"This technique was most helpful for me as it provided me with a visual, unmoving border to compare each sunflower to, instead of trying to picture it in my head, I think my depth perception is worse at the top and bottom of my vision instead of in the middle so I could never tell if the distances were the same or not.",Shadow Marks,"Once I got past the difficulty of learning the task and realised the flowers were growing at different paces and had different peaks, it was easiest to compare the sunflowers with these guided lines that did all the distance measuring for me","Technical issues - a very 'bugged' study for me. I found it hard to complete as it messed with my keyboard a lot and one of the pages kept opening in a new tab, so I had to go out of full-screen mode into a new tab and then it wouldn't let me go back into full-screen mode, it bugged my keyboard out and I had to restart my PC twice.",307.08535,6,2,6,7,6,7,2,1,7,2,34.065696,6,2,7,5,6,7,7,2,5,3,34.257335,3,5,7,2,6,7,1,6,3,7,36.005913
19,31,66bbadb8e73e6623c8513977,overlays_shadowmarks_smallmultiples,2624.001248,True,Woman,,19,45,5,0,0,0,0,1,1,1,1,1,1,0,No,,Yes,,107.462503,Shadow Marks,The line across all the flowers was these easiest as it was able to clearly show whether the other flowers were below or above it ,Shadow Marks,Due to the lines being in red I could clearly see what plants measured up to others ,Shadow Marks,This was the easist and quickest and least hard to understand the technique ,,112.705952,7,7,2,6,7,6,7,2,6,6,31.745418,7,3,3,6,6,6,5,4,4,7,35.671744,3,2,2,2,2,2,2,7,2,2,31.768886
20,35,669d388090a5fcb0fb30a00e,overlays_shadowmarks_smallmultiples,1083.778929,True,Woman,,34,35,0,0,0,7,0,1,1,1,1,1,1,0,No,,Yes,,47.068275,Shadow Marks,helped to see the marker line,Overlays,showed comparison,Shadow Marks,fastest/easiest,,48.182112,5,2,5,5,5,5,5,3,5,3,33.647805,5,2,3,6,5,5,4,2,5,5,38.335505,2,1,5,2,3,3,2,5,3,2,23.153764
21,36,5f3d6f7010ad88124f3906e2,smallmultiples_overlays_shadowmarks,1716.566575,True,Man,,27,56,30,2,0,0,0,,1,,,1,,0,No,,Yes,,120.53178,Shadow Marks,It felt a lot easier to keep track of the tallest by simply moving the grid to the highest point of one and then checking the others,Shadow Marks,"The grid made it easier to pin point the actual height and keep track, so it was more accurate however the last take i struggled with due to them all being so similar in height so im not sure if my results will match this opinion",Shadow Marks,It was the quickest to use and easiest to see clearly ,,189.790743,7,4,4,7,7,7,5,1,7,5,32.330637,5,4,4,4,5,5,3,5,5,4,38.158374,5,4,5,4,3,4,5,4,5,1,31.939706
22,39,667db691e3f22dbe8a40f93f,smallmultiples_overlays_shadowmarks,1025.670162,True,Woman,,19,20,0,1,3,2,1,1,1,1,,1,,0,No,,Yes,,262.164069,Shadow Marks,Quick to easily detect,Shadow Marks,The grid lines were easy to use,Shadow Marks,Really straightforward,N/A,57.845216,5,5,5,5,5,6,3,5,5,3,167.383576,5,3,5,5,5,5,5,5,5,5,30.285811,5,3,5,3,5,5,3,5,3,3,117.64112
23,40,66825fa93c2ec1d87d769b8e,smallmultiples_shadowmarks_overlays,2406.169691,True,Man,,29,0,8,2,0,6,8,1,1,,,1,,0,No,,Yes,,306.804812,Shadow Marks,the cursor help way better for me ,Shadow Marks,was easy to visualize ,Shadow Marks,faster ,none,220.8633,2,1,1,3,6,4,3,5,3,2,139.102935,2,2,5,5,5,5,5,5,5,5,38.162928,1,1,5,4,5,5,3,5,3,2,67.876295
24,45,66a1597d533255e95d1d33e4,overlays_smallmultiples_shadowmarks,2387.83308,True,Man,,46,20,5,4,5,1,2,,1,,,1,,0,No,,Yes,,141.734276,Shadow Marks,I was able to measure the high of each flower with the shadow mark.,Shadow Marks,It was a precise method.,Shadow Marks,It made the task easy for me.,,108.283968,5,6,3,3,5,2,2,5,5,3,51.406762,5,6,3,2,5,2,2,6,5,5,135.811973,5,5,5,2,5,3,3,5,5,3,77.958079
25,47,6632404d369dbb28fc6bf5d5,overlays_shadowmarks_smallmultiples,2911.576629,True,Woman,,56,35,1,0,0,0,0,1,1,,,1,,0,No,,Yes,,114.044683,Shadow Marks,I could mark the one in the first row that I thought was the tallest and then just watch row 2 and 3 to see if any of those passed the mark.,Shadow Marks,Without the shadow marks you couldn't tell the exact height on the rest of the rows.,Shadow Marks,It took less time and I was able to get a more accurate idea of the height when comparing with the shadow mark.,,179.466821,6,3,5,6,6,6,6,3,6,5,56.508515,6,3,5,3,6,5,3,5,6,5,70.897307,5,3,5,5,5,6,5,5,6,5,49.318122
26,52,6638dc617e9eef581dd8277e,overlays_shadowmarks_smallmultiples,2924.520211,True,Woman,,25,15,0,0,0,0,0,1,1,1,,1,,0,No,,No,,171.423195,Overlays,"BY playing the videos over each other, it was easier to find the accurate answer.",Small Multiples,by placing the shadow marks i could see accurately how each flower measured against the other.,Shadow Marks,It provided the most accurate results.,Good study!!,155.148479,6,6,4,4,7,5,6,2,7,4,37.389228,6,4,3,2,6,2,3,5,5,4,91.859611,6,3,4,4,6,3,3,5,5,4,45.680986
27,54,66979a1b9a6343e688d7f473,shadowmarks_smallmultiples_overlays,3523.371405,True,Man,,27,45,0,2,4,6,0,,,,,,,0,No,,Yes,,193.712583,Shadow Marks,Because of the grid assistance,Shadow Marks,Because of the grid assistance,Shadow Marks,Because of the grid assistance,None,67.684857,6,4,4,6,6,5,5,3,6,5,96.240323,7,5,3,2,6,3,3,6,7,2,80.560104,3,5,3,1,2,1,2,7,3,2,98.371955
28,57,6639bc448033a441fd301e89,overlays_smallmultiples_shadowmarks,1267.759759,True,Woman,,38,45,8,0,0,0,0,1,1,1,,1,,0,No,,Yes,,83.488975,Shadow Marks,I didn't have to do it over multiple times or keep guessing.,Shadow Marks,The lines were there to keep comparing as the plants changed.,Shadow Marks,It's easier,,70.952808,5,2,4,6,4,6,6,2,5,3,31.652237,6,2,4,5,6,6,5,2,6,5,41.270688,6,3,4,2,6,5,2,6,4,2,31.884916
29,60,66a10dc949d17565619afbe2,overlays_shadowmarks_smallmultiples,1726.700917,True,Man,,21,40,10,2,2,8,8,1,1,1,1,1,1,0,No,,Yes,,190.776543,Shadow Marks,Its the fastest because I could just select a shadow mark of one flow at its highest height. Then skim through others to see who passed the line highest.,Shadow Marks,I think its the most accurate because it seemed like I had a ruler to use for compare each of the 9 videos.,Shadow Marks,I would prefer this technique because you have a direct comparison of each of the nine boxes at their same relative squares like you do with a ruler.,"I enjoyed this experiment, I loved doing puzzle games and unique tasks.",235.452408,7,5,6,4,6,5,6,4,6,5,37.575408,5,5,6,2,3,2,3,5,6,2,54.13801,6,5,7,2,3,3,2,6,3,2,40.025938
30,62,655a67b1c4d20ea6c0dc83af,shadowmarks_overlays_smallmultiples,1932.227195,True,Woman,,25,51,0,0,0,0,0,1,1,1,,1,,0,No,,Yes,,115.396787,Small Multiples,Because it's basically guess work. I don't really need to view the video. The all look just as tall. I could just quickly perform trial and error to find the answers.,Shadow Marks,I could compare plants purely based on their highest points. I wouldn't be affected by when they become mature and have decline in their lifecycle that would affect their heights.,Shadow Marks,It's the most accurate.,,209.143777,1,1,7,7,1,7,7,1,7,1,40.966285,6,1,5,6,5,5,6,1,5,1,40.529713,1,1,1,4,6,1,1,5,5,3,54.643784
31,65,66b530d4432a8ba65a96f713,overlays_shadowmarks_smallmultiples,1289.582908,True,Woman,,36,60,10,0,0,0,3,,1,,,1,,0,No,,Yes,,57.581588,Overlays,it was easier to compare the heights when all the plants were on top of each other,Overlays,easier to compare the height of the plants,Overlays,it was the easiest,,61.710246,7,1,1,7,7,6,7,1,7,5,25.966694,6,1,1,3,6,2,6,5,5,3,42.013512,7,1,1,6,6,3,6,3,7,3,29.764566
32,66,66bcbc5aeb9450a7233c5430,shadowmarks_overlays_smallmultiples,1352.940972,True,Woman,,21,30,3,0,0,0,0,1,1,1,,1,1,0,No,,Yes,,53.46421,Shadow Marks,"It was easiest to compare all heights of flowers over different points in time, since the flowers did not grow at the same rate.",Overlays,"I was able to compare the heights directly between two flowers, but I still felt as though I was using a lot of mental effort and guessing at some poitns.",Overlays,"This was the easiest to learn and felt the most accurate, even though in actuality I performed better in the overlay task (since I did not make any mistakes). ",,164.315221,3,1,3,6,3,7,6,1,7,1,28.593973,6,1,2,1,6,6,5,5,5,2,25.576767,5,2,5,5,3,1,2,5,2,1,33.260361
33,67,667364dab7a2b7865029fe6f,shadowmarks_overlays_smallmultiples,1051.939837,True,Man,,39,20,25,0,0,0,0,1,1,1,1,1,,0,No,,Yes,,77.283747,Small Multiples,Greater ability to view both stages ,Small Multiples,Greater ability to view both stages ,Small Multiples,Small multiples was by far the easiest for me to use,,67.923254,6,2,2,5,5,5,5,3,5,5,24.303057,6,2,3,5,5,5,6,3,6,5,32.324446,5,3,5,4,5,4,5,5,5,5,37.826544
34,75,6685c283c7d2e84750290782,shadowmarks_smallmultiples_overlays,1285.099502,True,Man,,37,25,5,0,0,0,0,1,1,1,,1,,0,No,,Yes,,47.157109,Shadow Marks,It was easier to make comparisons.,Shadow Marks,I could easily check if it crossed the line.,Shadow Marks,It was the easiest to check nine samples at the same time.,,77.684943,6,2,6,5,6,5,5,3,6,4,29.706072,6,2,6,5,7,5,6,2,6,6,19.88742,5,2,5,3,5,2,2,5,3,5,39.669889
