pID,condition,task,interaction,trial,attempt,errCode,timestamp,fullscreen,timestamp
2,1,1,overlays,1,1,3,1723744283757,false,,2024-08-15 17:58:04.131626
2,1,1,overlays,1,1,3,1723744302719,false,
2,1,1,overlays,1,1,3,1723744304136,false,
2,1,1,overlays,1,1,3,1723744305284,false,
2,1,1,overlays,1,1,3,1723744316451,false,
2,1,1,overlays,1,1,3,1723744318408,false,
2,1,1,shadowMarkers,0,1,3,1723744890080,false,,2024-08-15 18:05:24.295003
15,5,1,overlays,1,1,2,1723744951051,true,,2024-08-15 18:06:47.850879
7,6,1,smallMultiples,1,1,2,1723745200987,true,,2024-08-15 18:10:43.579785
21,4,1,overlays,0,1,3,1723745327358,false,,2024-08-15 18:16:13.349427
21,4,1,overlays,0,1,3,1723745328943,false,
21,4,1,overlays,0,1,3,1723745333621,false,
20,3,1,overlays,0,1,3,1723746042486,false,,2024-08-15 18:24:04.767935
20,3,1,overlays,0,1,3,1723746044165,false,
26,2,1,smallMultiples,1,1,1,1723746242547,false,,2024-08-15 18:27:17.823058
24,6,1,overlays,0,1,3,1723748412447,false,,2024-08-15 19:05:55.405337
47,4,1,overlays,0,1,3,1723750493298,false,,2024-08-15 19:45:14.546877
47,4,1,overlays,0,1,3,1723750495103,false,
57,3,1,shadowMarkers,0,1,3,1723756943952,false,,2024-08-15 21:25:08.450130
57,3,1,shadowMarkers,0,1,3,1723756968661,false,
57,3,1,shadowMarkers,0,1,3,1723756972282,false,
57,3,1,shadowMarkers,0,1,3,1723756973940,false,
53,3,1,overlays,0,1,3,1723758026999,false,,2024-08-15 21:40:40.874963
53,3,1,overlays,0,1,3,1723758027959,false,
75,5,1,shadowMarkers,0,1,3,1723767272950,false,,2024-08-16 00:17:53.515780
