"","pID","condition","trial","interaction","attempt","elapsedTime","selectedVideos","videos"
"164",24,3,2,"shadowMarkers",1,39224,"scatterplot-91;","scatterplot-25;scatterplot-4;scatterplot-81;scatterplot-29;scatterplot-47;scatterplot-94;scatterplot-26;scatterplot-92;scatterplot-91;"
"165",24,3,2,"smallMultiples",1,8850,"scatterplot-37;","scatterplot-79;scatterplot-75;scatterplot-65;scatterplot-85;scatterplot-4;scatterplot-95;scatterplot-81;scatterplot-37;scatterplot-33;"
"166",27,5,1,"overlays",1,33210,"scatterplot-5;","scatterplot-87;scatterplot-26;scatterplot-10;scatterplot-95;scatterplot-33;scatterplot-5;scatterplot-29;scatterplot-72;scatterplot-39;"
"167",27,5,1,"shadowMarkers",1,33546,"scatterplot-45;","scatterplot-87;scatterplot-95;scatterplot-81;scatterplot-17;scatterplot-45;scatterplot-44;scatterplot-69;scatterplot-19;scatterplot-1;"
"168",27,5,1,"smallMultiples",1,30404,"scatterplot-29;","scatterplot-1;scatterplot-95;scatterplot-68;scatterplot-70;scatterplot-24;scatterplot-29;scatterplot-6;scatterplot-28;scatterplot-33;"
"169",27,5,1,"smallMultiples",2,46826,"scatterplot-95;","scatterplot-1;scatterplot-95;scatterplot-68;scatterplot-70;scatterplot-24;scatterplot-29;scatterplot-6;scatterplot-28;scatterplot-33;"
"170",27,5,1,"smallMultiples",3,59374,"scatterplot-28;","scatterplot-1;scatterplot-95;scatterplot-68;scatterplot-70;scatterplot-24;scatterplot-29;scatterplot-6;scatterplot-28;scatterplot-33;"
"171",27,5,1,"smallMultiples",4,69497,"scatterplot-70;","scatterplot-1;scatterplot-95;scatterplot-68;scatterplot-70;scatterplot-24;scatterplot-29;scatterplot-6;scatterplot-28;scatterplot-33;"
"172",27,5,2,"overlays",1,24325,"scatterplot-70;","scatterplot-26;scatterplot-12;scatterplot-30;scatterplot-88;scatterplot-78;scatterplot-10;scatterplot-65;scatterplot-35;scatterplot-70;"
"173",27,5,2,"smallMultiples",1,14124,"scatterplot-45;","scatterplot-29;scatterplot-90;scatterplot-87;scatterplot-65;scatterplot-89;scatterplot-17;scatterplot-4;scatterplot-45;scatterplot-28;"
"174",29,4,1,"overlays",1,50193,"scatterplot-91;","scatterplot-29;scatterplot-28;scatterplot-1;scatterplot-38;scatterplot-91;scatterplot-72;scatterplot-90;scatterplot-24;scatterplot-78;"
"175",29,4,1,"shadowMarkers",1,76514,"scatterplot-8;","scatterplot-82;scatterplot-68;scatterplot-44;scatterplot-8;scatterplot-78;scatterplot-38;scatterplot-56;scatterplot-4;scatterplot-33;"
"176",29,4,1,"smallMultiples",1,10830,"scatterplot-49;","scatterplot-88;scatterplot-72;scatterplot-64;scatterplot-35;scatterplot-26;scatterplot-49;scatterplot-68;scatterplot-19;scatterplot-17;"
"177",29,4,2,"overlays",1,17560,"scatterplot-7;","scatterplot-30;scatterplot-72;scatterplot-87;scatterplot-94;scatterplot-77;scatterplot-17;scatterplot-7;scatterplot-79;scatterplot-89;"
"178",29,4,2,"shadowMarkers",1,31964,"scatterplot-13;","scatterplot-47;scatterplot-77;scatterplot-56;scatterplot-27;scatterplot-26;scatterplot-44;scatterplot-48;scatterplot-13;scatterplot-33;"
"179",29,4,2,"smallMultiples",1,13299,"scatterplot-24;","scatterplot-58;scatterplot-94;scatterplot-57;scatterplot-23;scatterplot-24;scatterplot-81;scatterplot-6;scatterplot-4;scatterplot-11;"
"180",29,4,2,"smallMultiples",2,18029,"scatterplot-94;","scatterplot-58;scatterplot-94;scatterplot-57;scatterplot-23;scatterplot-24;scatterplot-81;scatterplot-6;scatterplot-4;scatterplot-11;"
"181",29,4,2,"smallMultiples",3,21492,"scatterplot-57;","scatterplot-58;scatterplot-94;scatterplot-57;scatterplot-23;scatterplot-24;scatterplot-81;scatterplot-6;scatterplot-4;scatterplot-11;"
"182",29,4,2,"smallMultiples",4,25339,"scatterplot-81;","scatterplot-58;scatterplot-94;scatterplot-57;scatterplot-23;scatterplot-24;scatterplot-81;scatterplot-6;scatterplot-4;scatterplot-11;"
"183",29,4,2,"smallMultiples",5,29665,"scatterplot-23;","scatterplot-58;scatterplot-94;scatterplot-57;scatterplot-23;scatterplot-24;scatterplot-81;scatterplot-6;scatterplot-4;scatterplot-11;"
"184",29,4,2,"smallMultiples",6,34399,"scatterplot-58;","scatterplot-58;scatterplot-94;scatterplot-57;scatterplot-23;scatterplot-24;scatterplot-81;scatterplot-6;scatterplot-4;scatterplot-11;"
"185",29,4,2,"smallMultiples",7,38791,"scatterplot-81;","scatterplot-58;scatterplot-94;scatterplot-57;scatterplot-23;scatterplot-24;scatterplot-81;scatterplot-6;scatterplot-4;scatterplot-11;"
"186",29,4,2,"smallMultiples",8,41471,"scatterplot-11;","scatterplot-58;scatterplot-94;scatterplot-57;scatterplot-23;scatterplot-24;scatterplot-81;scatterplot-6;scatterplot-4;scatterplot-11;"
"187",34,2,1,"overlays",1,22328,"scatterplot-97;","scatterplot-44;scatterplot-22;scatterplot-48;scatterplot-26;scatterplot-41;scatterplot-97;scatterplot-47;scatterplot-21;scatterplot-19;"
"188",34,2,1,"shadowMarkers",1,14230,"scatterplot-97;","scatterplot-72;scatterplot-89;scatterplot-47;scatterplot-97;scatterplot-82;scatterplot-38;scatterplot-22;scatterplot-75;scatterplot-40;"
"189",34,2,1,"smallMultiples",1,11984,"scatterplot-56;","scatterplot-69;scatterplot-83;scatterplot-21;scatterplot-23;scatterplot-3;scatterplot-56;scatterplot-48;scatterplot-17;scatterplot-90;"
"190",34,2,1,"smallMultiples",2,15235,"scatterplot-3;","scatterplot-69;scatterplot-83;scatterplot-21;scatterplot-23;scatterplot-3;scatterplot-56;scatterplot-48;scatterplot-17;scatterplot-90;"
"191",34,2,2,"overlays",1,22735,"scatterplot-31;","scatterplot-38;scatterplot-72;scatterplot-79;scatterplot-1;scatterplot-94;scatterplot-48;scatterplot-81;scatterplot-22;scatterplot-31;"
"192",34,2,2,"shadowMarkers",1,10654,"scatterplot-28;","scatterplot-48;scatterplot-28;scatterplot-26;scatterplot-75;scatterplot-65;scatterplot-19;scatterplot-10;scatterplot-55;scatterplot-44;"
"193",34,2,2,"shadowMarkers",2,13214,"scatterplot-44;","scatterplot-48;scatterplot-28;scatterplot-26;scatterplot-75;scatterplot-65;scatterplot-19;scatterplot-10;scatterplot-55;scatterplot-44;"
"194",34,2,2,"shadowMarkers",3,34758,"scatterplot-48;","scatterplot-48;scatterplot-28;scatterplot-26;scatterplot-75;scatterplot-65;scatterplot-19;scatterplot-10;scatterplot-55;scatterplot-44;"
"195",34,2,2,"shadowMarkers",4,45870,"scatterplot-55;","scatterplot-48;scatterplot-28;scatterplot-26;scatterplot-75;scatterplot-65;scatterplot-19;scatterplot-10;scatterplot-55;scatterplot-44;"
"196",34,2,2,"smallMultiples",1,19770,"scatterplot-22;","scatterplot-1;scatterplot-22;scatterplot-10;scatterplot-69;scatterplot-26;scatterplot-35;scatterplot-31;scatterplot-60;scatterplot-92;"
"197",34,2,2,"smallMultiples",2,22243,"scatterplot-10;","scatterplot-1;scatterplot-22;scatterplot-10;scatterplot-69;scatterplot-26;scatterplot-35;scatterplot-31;scatterplot-60;scatterplot-92;"
"198",34,2,2,"smallMultiples",3,24330,"scatterplot-26;","scatterplot-1;scatterplot-22;scatterplot-10;scatterplot-69;scatterplot-26;scatterplot-35;scatterplot-31;scatterplot-60;scatterplot-92;"
"199",34,2,2,"smallMultiples",4,27307,"scatterplot-1;","scatterplot-1;scatterplot-22;scatterplot-10;scatterplot-69;scatterplot-26;scatterplot-35;scatterplot-31;scatterplot-60;scatterplot-92;"
"200",34,2,2,"smallMultiples",5,29643,"scatterplot-69;","scatterplot-1;scatterplot-22;scatterplot-10;scatterplot-69;scatterplot-26;scatterplot-35;scatterplot-31;scatterplot-60;scatterplot-92;"
"201",34,2,2,"smallMultiples",6,33339,"scatterplot-35;","scatterplot-1;scatterplot-22;scatterplot-10;scatterplot-69;scatterplot-26;scatterplot-35;scatterplot-31;scatterplot-60;scatterplot-92;"
"202",34,2,2,"smallMultiples",7,40994,"scatterplot-31;","scatterplot-1;scatterplot-22;scatterplot-10;scatterplot-69;scatterplot-26;scatterplot-35;scatterplot-31;scatterplot-60;scatterplot-92;"
"203",37,5,1,"overlays",1,28137,"scatterplot-37;","scatterplot-89;scatterplot-94;scatterplot-83;scatterplot-68;scatterplot-95;scatterplot-37;scatterplot-88;scatterplot-44;scatterplot-87;"
"204",37,5,1,"shadowMarkers",1,36957,"scatterplot-49;","scatterplot-21;scatterplot-72;scatterplot-39;scatterplot-42;scatterplot-49;scatterplot-32;scatterplot-24;scatterplot-85;scatterplot-77;"
"205",37,5,1,"smallMultiples",1,45387,"scatterplot-19;","scatterplot-48;scatterplot-61;scatterplot-88;scatterplot-49;scatterplot-64;scatterplot-79;scatterplot-19;scatterplot-57;scatterplot-40;"
"206",37,5,1,"smallMultiples",2,58590,"scatterplot-64;","scatterplot-48;scatterplot-61;scatterplot-88;scatterplot-49;scatterplot-64;scatterplot-79;scatterplot-19;scatterplot-57;scatterplot-40;"
"207",37,5,1,"smallMultiples",3,71771,"scatterplot-88;","scatterplot-48;scatterplot-61;scatterplot-88;scatterplot-49;scatterplot-64;scatterplot-79;scatterplot-19;scatterplot-57;scatterplot-40;"
"208",37,5,1,"smallMultiples",4,80002,"scatterplot-49;","scatterplot-48;scatterplot-61;scatterplot-88;scatterplot-49;scatterplot-64;scatterplot-79;scatterplot-19;scatterplot-57;scatterplot-40;"
"209",37,5,2,"overlays",1,25406,"scatterplot-13;","scatterplot-75;scatterplot-69;scatterplot-64;scatterplot-27;scatterplot-57;scatterplot-23;scatterplot-65;scatterplot-25;scatterplot-13;"
"210",37,5,2,"shadowMarkers",1,23783,"scatterplot-34;","scatterplot-48;scatterplot-79;scatterplot-41;scatterplot-83;scatterplot-4;scatterplot-17;scatterplot-34;scatterplot-27;scatterplot-61;"
"211",37,5,2,"smallMultiples",1,14223,"scatterplot-84;","scatterplot-24;scatterplot-64;scatterplot-10;scatterplot-68;scatterplot-78;scatterplot-20;scatterplot-39;scatterplot-84;scatterplot-57;"
"212",39,4,1,"shadowMarkers",1,34777,"scatterplot-71;","scatterplot-78;scatterplot-75;scatterplot-64;scatterplot-71;scatterplot-19;scatterplot-87;scatterplot-90;scatterplot-38;scatterplot-33;"
"213",39,4,1,"smallMultiples",1,45535,"scatterplot-16;","scatterplot-77;scatterplot-42;scatterplot-6;scatterplot-58;scatterplot-33;scatterplot-16;scatterplot-88;scatterplot-56;scatterplot-75;"
"214",39,4,2,"overlays",1,84339,"scatterplot-66;","scatterplot-69;scatterplot-6;scatterplot-90;scatterplot-4;scatterplot-12;scatterplot-75;scatterplot-66;scatterplot-42;scatterplot-33;"
"215",39,4,2,"shadowMarkers",1,27196,"scatterplot-16;","scatterplot-1;scatterplot-35;scatterplot-41;scatterplot-61;scatterplot-40;scatterplot-38;scatterplot-39;scatterplot-16;scatterplot-26;"
"216",39,4,2,"smallMultiples",1,28771,"scatterplot-67;","scatterplot-47;scatterplot-6;scatterplot-26;scatterplot-33;scatterplot-95;scatterplot-75;scatterplot-81;scatterplot-29;scatterplot-67;"
"217",41,5,1,"overlays",1,49310,"scatterplot-27;","scatterplot-24;scatterplot-1;scatterplot-23;scatterplot-87;scatterplot-27;scatterplot-66;scatterplot-26;scatterplot-79;scatterplot-6;"
"218",41,5,1,"overlays",2,54818,"scatterplot-24;","scatterplot-24;scatterplot-1;scatterplot-23;scatterplot-87;scatterplot-27;scatterplot-66;scatterplot-26;scatterplot-79;scatterplot-6;"
"219",41,5,1,"overlays",3,58978,"scatterplot-1;","scatterplot-24;scatterplot-1;scatterplot-23;scatterplot-87;scatterplot-27;scatterplot-66;scatterplot-26;scatterplot-79;scatterplot-6;"
"220",41,5,1,"overlays",4,62611,"scatterplot-23;","scatterplot-24;scatterplot-1;scatterplot-23;scatterplot-87;scatterplot-27;scatterplot-66;scatterplot-26;scatterplot-79;scatterplot-6;"
"221",41,5,1,"overlays",5,70412,"scatterplot-87;","scatterplot-24;scatterplot-1;scatterplot-23;scatterplot-87;scatterplot-27;scatterplot-66;scatterplot-26;scatterplot-79;scatterplot-6;"
"222",41,5,1,"overlays",6,75700,"scatterplot-66;","scatterplot-24;scatterplot-1;scatterplot-23;scatterplot-87;scatterplot-27;scatterplot-66;scatterplot-26;scatterplot-79;scatterplot-6;"
"223",41,5,1,"shadowMarkers",1,35686,"scatterplot-32;","scatterplot-44;scatterplot-32;scatterplot-61;scatterplot-25;scatterplot-2;scatterplot-79;scatterplot-20;scatterplot-41;scatterplot-35;"
"224",41,5,1,"shadowMarkers",2,45166,"scatterplot-44;","scatterplot-44;scatterplot-32;scatterplot-61;scatterplot-25;scatterplot-2;scatterplot-79;scatterplot-20;scatterplot-41;scatterplot-35;"
"225",41,5,1,"shadowMarkers",3,61534,"scatterplot-44;","scatterplot-44;scatterplot-32;scatterplot-61;scatterplot-25;scatterplot-2;scatterplot-79;scatterplot-20;scatterplot-41;scatterplot-35;"
"226",41,5,1,"shadowMarkers",4,69958,"scatterplot-2;","scatterplot-44;scatterplot-32;scatterplot-61;scatterplot-25;scatterplot-2;scatterplot-79;scatterplot-20;scatterplot-41;scatterplot-35;"
"227",41,5,1,"smallMultiples",1,30334,"scatterplot-94;","scatterplot-38;scatterplot-57;scatterplot-94;scatterplot-5;scatterplot-64;scatterplot-81;scatterplot-41;scatterplot-40;scatterplot-85;"
"228",41,5,1,"smallMultiples",2,35382,"scatterplot-57;","scatterplot-38;scatterplot-57;scatterplot-94;scatterplot-5;scatterplot-64;scatterplot-81;scatterplot-41;scatterplot-40;scatterplot-85;"
"229",41,5,1,"smallMultiples",3,40414,"scatterplot-38;","scatterplot-38;scatterplot-57;scatterplot-94;scatterplot-5;scatterplot-64;scatterplot-81;scatterplot-41;scatterplot-40;scatterplot-85;"
"230",41,5,1,"smallMultiples",4,44046,"scatterplot-81;","scatterplot-38;scatterplot-57;scatterplot-94;scatterplot-5;scatterplot-64;scatterplot-81;scatterplot-41;scatterplot-40;scatterplot-85;"
"231",41,5,1,"smallMultiples",5,47127,"scatterplot-64;","scatterplot-38;scatterplot-57;scatterplot-94;scatterplot-5;scatterplot-64;scatterplot-81;scatterplot-41;scatterplot-40;scatterplot-85;"
"232",41,5,1,"smallMultiples",6,53358,"scatterplot-5;","scatterplot-38;scatterplot-57;scatterplot-94;scatterplot-5;scatterplot-64;scatterplot-81;scatterplot-41;scatterplot-40;scatterplot-85;"
"233",41,5,2,"overlays",1,8774,"scatterplot-93;","scatterplot-25;scatterplot-39;scatterplot-29;scatterplot-41;scatterplot-64;scatterplot-75;scatterplot-19;scatterplot-78;scatterplot-93;"
"234",41,5,2,"shadowMarkers",1,6786,"scatterplot-88;","scatterplot-81;scatterplot-90;scatterplot-26;scatterplot-33;scatterplot-88;scatterplot-69;scatterplot-97;scatterplot-19;scatterplot-24;"
"235",41,5,2,"shadowMarkers",2,13722,"scatterplot-69;","scatterplot-81;scatterplot-90;scatterplot-26;scatterplot-33;scatterplot-88;scatterplot-69;scatterplot-97;scatterplot-19;scatterplot-24;"
"236",41,5,2,"shadowMarkers",3,21258,"scatterplot-97;","scatterplot-81;scatterplot-90;scatterplot-26;scatterplot-33;scatterplot-88;scatterplot-69;scatterplot-97;scatterplot-19;scatterplot-24;"
"237",41,5,2,"smallMultiples",1,4516,"scatterplot-92;","scatterplot-94;scatterplot-92;scatterplot-83;scatterplot-81;scatterplot-17;scatterplot-78;scatterplot-56;scatterplot-71;scatterplot-40;"
"238",41,5,2,"smallMultiples",2,7373,"scatterplot-83;","scatterplot-94;scatterplot-92;scatterplot-83;scatterplot-81;scatterplot-17;scatterplot-78;scatterplot-56;scatterplot-71;scatterplot-40;"
"239",41,5,2,"smallMultiples",3,12253,"scatterplot-94;","scatterplot-94;scatterplot-92;scatterplot-83;scatterplot-81;scatterplot-17;scatterplot-78;scatterplot-56;scatterplot-71;scatterplot-40;"
"240",41,5,2,"smallMultiples",4,15532,"scatterplot-78;","scatterplot-94;scatterplot-92;scatterplot-83;scatterplot-81;scatterplot-17;scatterplot-78;scatterplot-56;scatterplot-71;scatterplot-40;"
"241",41,5,2,"smallMultiples",5,22084,"scatterplot-17;","scatterplot-94;scatterplot-92;scatterplot-83;scatterplot-81;scatterplot-17;scatterplot-78;scatterplot-56;scatterplot-71;scatterplot-40;"
"242",41,5,2,"smallMultiples",6,24980,"scatterplot-81;","scatterplot-94;scatterplot-92;scatterplot-83;scatterplot-81;scatterplot-17;scatterplot-78;scatterplot-56;scatterplot-71;scatterplot-40;"
"243",41,5,2,"smallMultiples",7,28524,"scatterplot-40;","scatterplot-94;scatterplot-92;scatterplot-83;scatterplot-81;scatterplot-17;scatterplot-78;scatterplot-56;scatterplot-71;scatterplot-40;"
"244",41,5,2,"smallMultiples",8,31613,"scatterplot-71;","scatterplot-94;scatterplot-92;scatterplot-83;scatterplot-81;scatterplot-17;scatterplot-78;scatterplot-56;scatterplot-71;scatterplot-40;"
"245",42,1,1,"overlays",1,19911,"scatterplot-41;","scatterplot-41;scatterplot-54;scatterplot-12;scatterplot-2;scatterplot-40;scatterplot-19;scatterplot-4;scatterplot-78;scatterplot-6;"
"246",42,1,1,"overlays",2,41087,"scatterplot-54;","scatterplot-41;scatterplot-54;scatterplot-12;scatterplot-2;scatterplot-40;scatterplot-19;scatterplot-4;scatterplot-78;scatterplot-6;"
"247",42,1,1,"overlays",3,49911,"scatterplot-41;","scatterplot-41;scatterplot-54;scatterplot-12;scatterplot-2;scatterplot-40;scatterplot-19;scatterplot-4;scatterplot-78;scatterplot-6;"
"248",42,1,1,"overlays",4,62335,"scatterplot-12;","scatterplot-41;scatterplot-54;scatterplot-12;scatterplot-2;scatterplot-40;scatterplot-19;scatterplot-4;scatterplot-78;scatterplot-6;"
"249",42,1,1,"overlays",5,71688,"scatterplot-2;","scatterplot-41;scatterplot-54;scatterplot-12;scatterplot-2;scatterplot-40;scatterplot-19;scatterplot-4;scatterplot-78;scatterplot-6;"
"250",42,1,1,"shadowMarkers",1,67462,"scatterplot-69;","scatterplot-58;scatterplot-36;scatterplot-68;scatterplot-54;scatterplot-69;scatterplot-3;scatterplot-26;scatterplot-60;scatterplot-41;"
"251",42,1,1,"shadowMarkers",2,81286,"scatterplot-54;","scatterplot-58;scatterplot-36;scatterplot-68;scatterplot-54;scatterplot-69;scatterplot-3;scatterplot-26;scatterplot-60;scatterplot-41;"
"252",42,1,1,"smallMultiples",1,29021,"scatterplot-6;","scatterplot-94;scatterplot-83;scatterplot-12;scatterplot-85;scatterplot-18;scatterplot-29;scatterplot-64;scatterplot-26;scatterplot-6;"
"253",42,1,1,"smallMultiples",2,36494,"scatterplot-26;","scatterplot-94;scatterplot-83;scatterplot-12;scatterplot-85;scatterplot-18;scatterplot-29;scatterplot-64;scatterplot-26;scatterplot-6;"
"254",42,1,1,"smallMultiples",3,42934,"scatterplot-12;","scatterplot-94;scatterplot-83;scatterplot-12;scatterplot-85;scatterplot-18;scatterplot-29;scatterplot-64;scatterplot-26;scatterplot-6;"
"255",42,1,1,"smallMultiples",4,49038,"scatterplot-18;","scatterplot-94;scatterplot-83;scatterplot-12;scatterplot-85;scatterplot-18;scatterplot-29;scatterplot-64;scatterplot-26;scatterplot-6;"
"256",42,1,2,"overlays",1,17661,"scatterplot-41;","scatterplot-41;scatterplot-35;scatterplot-33;scatterplot-26;scatterplot-27;scatterplot-90;scatterplot-69;scatterplot-13;scatterplot-4;"
"257",42,1,2,"overlays",2,28917,"scatterplot-27;","scatterplot-41;scatterplot-35;scatterplot-33;scatterplot-26;scatterplot-27;scatterplot-90;scatterplot-69;scatterplot-13;scatterplot-4;"
"258",42,1,2,"overlays",3,54685,"scatterplot-27;","scatterplot-41;scatterplot-35;scatterplot-33;scatterplot-26;scatterplot-27;scatterplot-90;scatterplot-69;scatterplot-13;scatterplot-4;"
"259",42,1,2,"overlays",4,62829,"scatterplot-90;","scatterplot-41;scatterplot-35;scatterplot-33;scatterplot-26;scatterplot-27;scatterplot-90;scatterplot-69;scatterplot-13;scatterplot-4;"
"260",42,1,2,"overlays",5,73037,"scatterplot-33;","scatterplot-41;scatterplot-35;scatterplot-33;scatterplot-26;scatterplot-27;scatterplot-90;scatterplot-69;scatterplot-13;scatterplot-4;"
"261",42,1,2,"overlays",6,84469,"scatterplot-69;","scatterplot-41;scatterplot-35;scatterplot-33;scatterplot-26;scatterplot-27;scatterplot-90;scatterplot-69;scatterplot-13;scatterplot-4;"
"262",42,1,2,"shadowMarkers",1,39076,"scatterplot-69;","scatterplot-57;scatterplot-54;scatterplot-69;scatterplot-94;scatterplot-82;scatterplot-19;scatterplot-81;scatterplot-88;scatterplot-66;"
"263",42,1,2,"shadowMarkers",2,50716,"scatterplot-94;","scatterplot-57;scatterplot-54;scatterplot-69;scatterplot-94;scatterplot-82;scatterplot-19;scatterplot-81;scatterplot-88;scatterplot-66;"
"264",42,1,2,"shadowMarkers",3,67060,"scatterplot-69;","scatterplot-57;scatterplot-54;scatterplot-69;scatterplot-94;scatterplot-82;scatterplot-19;scatterplot-81;scatterplot-88;scatterplot-66;"
"265",42,1,2,"shadowMarkers",4,78164,"scatterplot-57;","scatterplot-57;scatterplot-54;scatterplot-69;scatterplot-94;scatterplot-82;scatterplot-19;scatterplot-81;scatterplot-88;scatterplot-66;"
"266",42,1,2,"shadowMarkers",5,88156,"scatterplot-69;","scatterplot-57;scatterplot-54;scatterplot-69;scatterplot-94;scatterplot-82;scatterplot-19;scatterplot-81;scatterplot-88;scatterplot-66;"
"267",42,1,2,"smallMultiples",1,11350,"scatterplot-26;","scatterplot-26;scatterplot-81;scatterplot-68;scatterplot-58;scatterplot-88;scatterplot-44;scatterplot-99;scatterplot-41;scatterplot-29;"
"268",42,1,2,"smallMultiples",2,24710,"scatterplot-29;","scatterplot-26;scatterplot-81;scatterplot-68;scatterplot-58;scatterplot-88;scatterplot-44;scatterplot-99;scatterplot-41;scatterplot-29;"
"269",42,1,2,"smallMultiples",3,32742,"scatterplot-88;","scatterplot-26;scatterplot-81;scatterplot-68;scatterplot-58;scatterplot-88;scatterplot-44;scatterplot-99;scatterplot-41;scatterplot-29;"
"270",42,1,2,"smallMultiples",4,38215,"scatterplot-41;","scatterplot-26;scatterplot-81;scatterplot-68;scatterplot-58;scatterplot-88;scatterplot-44;scatterplot-99;scatterplot-41;scatterplot-29;"
"271",42,1,2,"smallMultiples",5,47262,"scatterplot-58;","scatterplot-26;scatterplot-81;scatterplot-68;scatterplot-58;scatterplot-88;scatterplot-44;scatterplot-99;scatterplot-41;scatterplot-29;"
"272",42,1,2,"smallMultiples",6,54918,"scatterplot-88;","scatterplot-26;scatterplot-81;scatterplot-68;scatterplot-58;scatterplot-88;scatterplot-44;scatterplot-99;scatterplot-41;scatterplot-29;"
"273",42,1,2,"smallMultiples",7,66198,"scatterplot-99;","scatterplot-26;scatterplot-81;scatterplot-68;scatterplot-58;scatterplot-88;scatterplot-44;scatterplot-99;scatterplot-41;scatterplot-29;"
"274",44,2,1,"overlays",1,7372,"scatterplot-81;","scatterplot-28;scatterplot-58;scatterplot-85;scatterplot-39;scatterplot-81;scatterplot-2;scatterplot-61;scatterplot-48;scatterplot-41;"
"275",44,2,1,"overlays",2,15197,"scatterplot-85;","scatterplot-28;scatterplot-58;scatterplot-85;scatterplot-39;scatterplot-81;scatterplot-2;scatterplot-61;scatterplot-48;scatterplot-41;"
"276",44,2,1,"overlays",3,20582,"scatterplot-28;","scatterplot-28;scatterplot-58;scatterplot-85;scatterplot-39;scatterplot-81;scatterplot-2;scatterplot-61;scatterplot-48;scatterplot-41;"
"277",44,2,1,"overlays",4,31177,"scatterplot-58;","scatterplot-28;scatterplot-58;scatterplot-85;scatterplot-39;scatterplot-81;scatterplot-2;scatterplot-61;scatterplot-48;scatterplot-41;"
"278",44,2,1,"overlays",5,55157,"scatterplot-48;","scatterplot-28;scatterplot-58;scatterplot-85;scatterplot-39;scatterplot-81;scatterplot-2;scatterplot-61;scatterplot-48;scatterplot-41;"
"279",44,2,1,"overlays",6,67266,"scatterplot-39;","scatterplot-28;scatterplot-58;scatterplot-85;scatterplot-39;scatterplot-81;scatterplot-2;scatterplot-61;scatterplot-48;scatterplot-41;"
"280",44,2,1,"overlays",7,77358,"scatterplot-61;","scatterplot-28;scatterplot-58;scatterplot-85;scatterplot-39;scatterplot-81;scatterplot-2;scatterplot-61;scatterplot-48;scatterplot-41;"
"281",44,2,1,"overlays",8,83034,"scatterplot-48;","scatterplot-28;scatterplot-58;scatterplot-85;scatterplot-39;scatterplot-81;scatterplot-2;scatterplot-61;scatterplot-48;scatterplot-41;"
"282",44,2,1,"overlays",9,88438,"scatterplot-41;","scatterplot-28;scatterplot-58;scatterplot-85;scatterplot-39;scatterplot-81;scatterplot-2;scatterplot-61;scatterplot-48;scatterplot-41;"
"283",44,2,1,"shadowMarkers",1,24002,"scatterplot-26;","scatterplot-26;scatterplot-28;scatterplot-77;scatterplot-2;scatterplot-82;scatterplot-32;scatterplot-27;scatterplot-48;scatterplot-25;"
"284",44,2,1,"shadowMarkers",2,37433,"scatterplot-25;","scatterplot-26;scatterplot-28;scatterplot-77;scatterplot-2;scatterplot-82;scatterplot-32;scatterplot-27;scatterplot-48;scatterplot-25;"
"285",44,2,1,"shadowMarkers",3,56354,"scatterplot-82;","scatterplot-26;scatterplot-28;scatterplot-77;scatterplot-2;scatterplot-82;scatterplot-32;scatterplot-27;scatterplot-48;scatterplot-25;"
"286",44,2,1,"shadowMarkers",4,63389,"scatterplot-28;","scatterplot-26;scatterplot-28;scatterplot-77;scatterplot-2;scatterplot-82;scatterplot-32;scatterplot-27;scatterplot-48;scatterplot-25;"
"287",44,2,1,"shadowMarkers",5,70990,"scatterplot-2;","scatterplot-26;scatterplot-28;scatterplot-77;scatterplot-2;scatterplot-82;scatterplot-32;scatterplot-27;scatterplot-48;scatterplot-25;"
"288",44,2,1,"smallMultiples",1,54708,"scatterplot-4;","scatterplot-29;scatterplot-6;scatterplot-40;scatterplot-92;scatterplot-5;scatterplot-90;scatterplot-39;scatterplot-4;scatterplot-44;"
"289",44,2,1,"smallMultiples",2,63645,"scatterplot-5;","scatterplot-29;scatterplot-6;scatterplot-40;scatterplot-92;scatterplot-5;scatterplot-90;scatterplot-39;scatterplot-4;scatterplot-44;"
"290",44,2,2,"overlays",1,6137,"scatterplot-30;","scatterplot-19;scatterplot-24;scatterplot-72;scatterplot-61;scatterplot-30;scatterplot-26;scatterplot-48;scatterplot-6;scatterplot-66;"
"291",44,2,2,"overlays",2,15576,"scatterplot-6;","scatterplot-19;scatterplot-24;scatterplot-72;scatterplot-61;scatterplot-30;scatterplot-26;scatterplot-48;scatterplot-6;scatterplot-66;"
"292",44,2,2,"overlays",3,33422,"scatterplot-6;","scatterplot-19;scatterplot-24;scatterplot-72;scatterplot-61;scatterplot-30;scatterplot-26;scatterplot-48;scatterplot-6;scatterplot-66;"
"293",44,2,2,"overlays",4,54231,"scatterplot-19;","scatterplot-19;scatterplot-24;scatterplot-72;scatterplot-61;scatterplot-30;scatterplot-26;scatterplot-48;scatterplot-6;scatterplot-66;"
"294",44,2,2,"overlays",5,64833,"scatterplot-24;","scatterplot-19;scatterplot-24;scatterplot-72;scatterplot-61;scatterplot-30;scatterplot-26;scatterplot-48;scatterplot-6;scatterplot-66;"
"295",44,2,2,"overlays",6,70661,"scatterplot-72;","scatterplot-19;scatterplot-24;scatterplot-72;scatterplot-61;scatterplot-30;scatterplot-26;scatterplot-48;scatterplot-6;scatterplot-66;"
