pID,condition,interaction,trial,attempt,selectedVideos,videos,correctVideos,difference1
27,5,shadowMarkers,2,1,scatterplot-91;,"['scatterplot-92', 'scatterplot-82', 'scatterplot-28', 'scatterplot-23', 'scatterplot-81', 'scatterplot-87', 'scatterplot-91', 'scatterplot-21', 'scatterplot-6']",scatterplot-91,0
27,5,smallMultiples,0,1,scatterplot-5;,"['scatterplot-0', 'scatterplot-1', 'scatterplot-2', 'scatterplot-4', 'scatterplot-5', 'scatterplot-6', 'scatterplot-7', 'scatterplot-8', 'scatterplot-9']",scatterplot-5,0
27,5,smallMultiples,1,1,scatterplot-29;,"['scatterplot-1', 'scatterplot-95', 'scatterplot-68', 'scatterplot-70', 'scatterplot-24', 'scatterplot-29', 'scatterplot-6', 'scatterplot-28', 'scatterplot-33']",scatterplot-70,9.097110000000015
27,5,smallMultiples,1,2,scatterplot-95;,"['scatterplot-1', 'scatterplot-95', 'scatterplot-68', 'scatterplot-70', 'scatterplot-24', 'scatterplot-29', 'scatterplot-6', 'scatterplot-28', 'scatterplot-33']",scatterplot-70,8.783080000000012
27,5,smallMultiples,1,3,scatterplot-28;,"['scatterplot-1', 'scatterplot-95', 'scatterplot-68', 'scatterplot-70', 'scatterplot-24', 'scatterplot-29', 'scatterplot-6', 'scatterplot-28', 'scatterplot-33']",scatterplot-70,7.203890000000001
27,5,smallMultiples,1,4,scatterplot-70;,"['scatterplot-1', 'scatterplot-95', 'scatterplot-68', 'scatterplot-70', 'scatterplot-24', 'scatterplot-29', 'scatterplot-6', 'scatterplot-28', 'scatterplot-33']",scatterplot-70,0
27,5,smallMultiples,2,1,scatterplot-45;,"['scatterplot-29', 'scatterplot-90', 'scatterplot-87', 'scatterplot-65', 'scatterplot-89', 'scatterplot-17', 'scatterplot-4', 'scatterplot-45', 'scatterplot-28']",scatterplot-45,0
29,4,overlays,0,1,scatterplot-5;,"['scatterplot-0', 'scatterplot-1', 'scatterplot-5', 'scatterplot-2', 'scatterplot-4', 'scatterplot-6', 'scatterplot-7', 'scatterplot-8', 'scatterplot-9']",scatterplot-5,0
29,4,overlays,1,1,scatterplot-91;,"['scatterplot-29', 'scatterplot-28', 'scatterplot-1', 'scatterplot-38', 'scatterplot-91', 'scatterplot-72', 'scatterplot-90', 'scatterplot-24', 'scatterplot-78']",scatterplot-91,0
29,4,overlays,2,1,scatterplot-7;,"['scatterplot-30', 'scatterplot-72', 'scatterplot-87', 'scatterplot-94', 'scatterplot-77', 'scatterplot-17', 'scatterplot-7', 'scatterplot-79', 'scatterplot-89']",scatterplot-7,0
29,4,shadowMarkers,0,1,scatterplot-2;,"['scatterplot-0', 'scatterplot-1', 'scatterplot-2', 'scatterplot-4', 'scatterplot-6', 'scatterplot-7', 'scatterplot-8', 'scatterplot-5', 'scatterplot-9']",scatterplot-5,0.05371
29,4,shadowMarkers,0,2,scatterplot-6;,"['scatterplot-0', 'scatterplot-1', 'scatterplot-2', 'scatterplot-4', 'scatterplot-6', 'scatterplot-7', 'scatterplot-8', 'scatterplot-5', 'scatterplot-9']",scatterplot-5,31.1276
29,4,shadowMarkers,0,3,scatterplot-7;,"['scatterplot-0', 'scatterplot-1', 'scatterplot-2', 'scatterplot-4', 'scatterplot-6', 'scatterplot-7', 'scatterplot-8', 'scatterplot-5', 'scatterplot-9']",scatterplot-5,3.502839999999992
29,4,shadowMarkers,0,4,scatterplot-9;,"['scatterplot-0', 'scatterplot-1', 'scatterplot-2', 'scatterplot-4', 'scatterplot-6', 'scatterplot-7', 'scatterplot-8', 'scatterplot-5', 'scatterplot-9']",scatterplot-5,4.205770000000001
29,4,shadowMarkers,0,5,scatterplot-9;,"['scatterplot-0', 'scatterplot-1', 'scatterplot-2', 'scatterplot-4', 'scatterplot-6', 'scatterplot-7', 'scatterplot-8', 'scatterplot-5', 'scatterplot-9']",scatterplot-5,4.205770000000001
29,4,shadowMarkers,0,6,scatterplot-5;,"['scatterplot-0', 'scatterplot-1', 'scatterplot-2', 'scatterplot-4', 'scatterplot-6', 'scatterplot-7', 'scatterplot-8', 'scatterplot-5', 'scatterplot-9']",scatterplot-5,0
29,4,shadowMarkers,1,1,scatterplot-8;,"['scatterplot-82', 'scatterplot-68', 'scatterplot-44', 'scatterplot-8', 'scatterplot-78', 'scatterplot-38', 'scatterplot-56', 'scatterplot-4', 'scatterplot-33']",scatterplot-8,0
29,4,shadowMarkers,2,1,scatterplot-13;,"['scatterplot-47', 'scatterplot-77', 'scatterplot-56', 'scatterplot-27', 'scatterplot-26', 'scatterplot-44', 'scatterplot-48', 'scatterplot-13', 'scatterplot-33']",scatterplot-13,0
29,4,smallMultiples,0,1,scatterplot-5;,"['scatterplot-0', 'scatterplot-1', 'scatterplot-2', 'scatterplot-4', 'scatterplot-5', 'scatterplot-6', 'scatterplot-7', 'scatterplot-8', 'scatterplot-9']",scatterplot-5,0
29,4,smallMultiples,1,1,scatterplot-49;,"['scatterplot-88', 'scatterplot-72', 'scatterplot-64', 'scatterplot-35', 'scatterplot-26', 'scatterplot-49', 'scatterplot-68', 'scatterplot-19', 'scatterplot-17']",scatterplot-49,0
29,4,smallMultiples,2,1,scatterplot-24;,"['scatterplot-58', 'scatterplot-94', 'scatterplot-57', 'scatterplot-23', 'scatterplot-24', 'scatterplot-81', 'scatterplot-6', 'scatterplot-4', 'scatterplot-11']",scatterplot-11,8.095040000000012
29,4,smallMultiples,2,2,scatterplot-94;,"['scatterplot-58', 'scatterplot-94', 'scatterplot-57', 'scatterplot-23', 'scatterplot-24', 'scatterplot-81', 'scatterplot-6', 'scatterplot-4', 'scatterplot-11']",scatterplot-11,9.2823
29,4,smallMultiples,2,3,scatterplot-57;,"['scatterplot-58', 'scatterplot-94', 'scatterplot-57', 'scatterplot-23', 'scatterplot-24', 'scatterplot-81', 'scatterplot-6', 'scatterplot-4', 'scatterplot-11']",scatterplot-11,6.099330000000009
29,4,smallMultiples,2,4,scatterplot-81;,"['scatterplot-58', 'scatterplot-94', 'scatterplot-57', 'scatterplot-23', 'scatterplot-24', 'scatterplot-81', 'scatterplot-6', 'scatterplot-4', 'scatterplot-11']",scatterplot-11,21.963940000000008
29,4,smallMultiples,2,5,scatterplot-23;,"['scatterplot-58', 'scatterplot-94', 'scatterplot-57', 'scatterplot-23', 'scatterplot-24', 'scatterplot-81', 'scatterplot-6', 'scatterplot-4', 'scatterplot-11']",scatterplot-11,13.513740000000013
29,4,smallMultiples,2,6,scatterplot-58;,"['scatterplot-58', 'scatterplot-94', 'scatterplot-57', 'scatterplot-23', 'scatterplot-24', 'scatterplot-81', 'scatterplot-6', 'scatterplot-4', 'scatterplot-11']",scatterplot-11,34.78567000000001
29,4,smallMultiples,2,7,scatterplot-81;,"['scatterplot-58', 'scatterplot-94', 'scatterplot-57', 'scatterplot-23', 'scatterplot-24', 'scatterplot-81', 'scatterplot-6', 'scatterplot-4', 'scatterplot-11']",scatterplot-11,21.963940000000008
29,4,smallMultiples,2,8,scatterplot-11;,"['scatterplot-58', 'scatterplot-94', 'scatterplot-57', 'scatterplot-23', 'scatterplot-24', 'scatterplot-81', 'scatterplot-6', 'scatterplot-4', 'scatterplot-11']",scatterplot-11,0
3,1,overlays,0,1,scatterplot-0;,"['scatterplot-0', 'scatterplot-1', 'scatterplot-5', 'scatterplot-2', 'scatterplot-4', 'scatterplot-6', 'scatterplot-7', 'scatterplot-8', 'scatterplot-9']",scatterplot-5,3.715360000000004
3,1,overlays,0,2,scatterplot-5;,"['scatterplot-0', 'scatterplot-1', 'scatterplot-5', 'scatterplot-2', 'scatterplot-4', 'scatterplot-6', 'scatterplot-7', 'scatterplot-8', 'scatterplot-9']",scatterplot-5,0
3,1,overlays,1,1,scatterplot-89;,"['scatterplot-39', 'scatterplot-33', 'scatterplot-89', 'scatterplot-55', 'scatterplot-56', 'scatterplot-23', 'scatterplot-19', 'scatterplot-30', 'scatterplot-75']",scatterplot-55,8.357860000000016
3,1,overlays,1,2,scatterplot-55;,"['scatterplot-39', 'scatterplot-33', 'scatterplot-89', 'scatterplot-55', 'scatterplot-56', 'scatterplot-23', 'scatterplot-19', 'scatterplot-30', 'scatterplot-75']",scatterplot-55,0
3,1,overlays,2,1,scatterplot-65;,"['scatterplot-65', 'scatterplot-1', 'scatterplot-81', 'scatterplot-38', 'scatterplot-48', 'scatterplot-75', 'scatterplot-29', 'scatterplot-45', 'scatterplot-58']",scatterplot-45,8.83211
3,1,overlays,2,2,scatterplot-45;,"['scatterplot-65', 'scatterplot-1', 'scatterplot-81', 'scatterplot-38', 'scatterplot-48', 'scatterplot-75', 'scatterplot-29', 'scatterplot-45', 'scatterplot-58']",scatterplot-45,0
3,1,shadowMarkers,0,1,scatterplot-5;,"['scatterplot-0', 'scatterplot-1', 'scatterplot-2', 'scatterplot-4', 'scatterplot-6', 'scatterplot-7', 'scatterplot-8', 'scatterplot-5', 'scatterplot-9']",scatterplot-5,0
3,1,shadowMarkers,1,1,scatterplot-37;,"['scatterplot-12', 'scatterplot-87', 'scatterplot-83', 'scatterplot-4', 'scatterplot-56', 'scatterplot-37', 'scatterplot-6', 'scatterplot-68', 'scatterplot-24']",scatterplot-37,0
3,1,shadowMarkers,2,1,scatterplot-76;,"['scatterplot-64', 'scatterplot-82', 'scatterplot-65', 'scatterplot-81', 'scatterplot-28', 'scatterplot-19', 'scatterplot-20', 'scatterplot-1', 'scatterplot-76']",scatterplot-76,0
3,1,smallMultiples,0,1,scatterplot-0;,"['scatterplot-0', 'scatterplot-1', 'scatterplot-2', 'scatterplot-4', 'scatterplot-5', 'scatterplot-6', 'scatterplot-7', 'scatterplot-8', 'scatterplot-9']",scatterplot-5,3.715360000000004
3,1,smallMultiples,0,2,scatterplot-2;,"['scatterplot-0', 'scatterplot-1', 'scatterplot-2', 'scatterplot-4', 'scatterplot-5', 'scatterplot-6', 'scatterplot-7', 'scatterplot-8', 'scatterplot-9']",scatterplot-5,0.05371
3,1,smallMultiples,0,3,scatterplot-5;,"['scatterplot-0', 'scatterplot-1', 'scatterplot-2', 'scatterplot-4', 'scatterplot-5', 'scatterplot-6', 'scatterplot-7', 'scatterplot-8', 'scatterplot-9']",scatterplot-5,0
3,1,smallMultiples,1,1,scatterplot-92;,"['scatterplot-61', 'scatterplot-92', 'scatterplot-12', 'scatterplot-89', 'scatterplot-70', 'scatterplot-1', 'scatterplot-68', 'scatterplot-72', 'scatterplot-17']",scatterplot-70,11.071089999999998
3,1,smallMultiples,1,2,scatterplot-70;,"['scatterplot-61', 'scatterplot-92', 'scatterplot-12', 'scatterplot-89', 'scatterplot-70', 'scatterplot-1', 'scatterplot-68', 'scatterplot-72', 'scatterplot-17']",scatterplot-70,0
3,1,smallMultiples,2,1,scatterplot-25;,"['scatterplot-25', 'scatterplot-17', 'scatterplot-87', 'scatterplot-12', 'scatterplot-1', 'scatterplot-44', 'scatterplot-63', 'scatterplot-90', 'scatterplot-39']",scatterplot-63,15.396649999999994
3,1,smallMultiples,2,2,scatterplot-44;,"['scatterplot-25', 'scatterplot-17', 'scatterplot-87', 'scatterplot-12', 'scatterplot-1', 'scatterplot-44', 'scatterplot-63', 'scatterplot-90', 'scatterplot-39']",scatterplot-63,5.388000000000005
3,1,smallMultiples,2,3,scatterplot-12;,"['scatterplot-25', 'scatterplot-17', 'scatterplot-87', 'scatterplot-12', 'scatterplot-1', 'scatterplot-44', 'scatterplot-63', 'scatterplot-90', 'scatterplot-39']",scatterplot-63,20.012159999999994
3,1,smallMultiples,2,4,scatterplot-17;,"['scatterplot-25', 'scatterplot-17', 'scatterplot-87', 'scatterplot-12', 'scatterplot-1', 'scatterplot-44', 'scatterplot-63', 'scatterplot-90', 'scatterplot-39']",scatterplot-63,7.812179999999984
3,1,smallMultiples,2,5,scatterplot-1;,"['scatterplot-25', 'scatterplot-17', 'scatterplot-87', 'scatterplot-12', 'scatterplot-1', 'scatterplot-44', 'scatterplot-63', 'scatterplot-90', 'scatterplot-39']",scatterplot-63,32.079769999999996
3,1,smallMultiples,2,6,scatterplot-44;,"['scatterplot-25', 'scatterplot-17', 'scatterplot-87', 'scatterplot-12', 'scatterplot-1', 'scatterplot-44', 'scatterplot-63', 'scatterplot-90', 'scatterplot-39']",scatterplot-63,5.388000000000005
3,1,smallMultiples,2,7,scatterplot-25;,"['scatterplot-25', 'scatterplot-17', 'scatterplot-87', 'scatterplot-12', 'scatterplot-1', 'scatterplot-44', 'scatterplot-63', 'scatterplot-90', 'scatterplot-39']",scatterplot-63,15.396649999999994
3,1,smallMultiples,2,8,scatterplot-63;,"['scatterplot-25', 'scatterplot-17', 'scatterplot-87', 'scatterplot-12', 'scatterplot-1', 'scatterplot-44', 'scatterplot-63', 'scatterplot-90', 'scatterplot-39']",scatterplot-63,0
34,2,overlays,0,1,scatterplot-8;,"['scatterplot-0', 'scatterplot-1', 'scatterplot-5', 'scatterplot-2', 'scatterplot-4', 'scatterplot-6', 'scatterplot-7', 'scatterplot-8', 'scatterplot-9']",scatterplot-5,2.102710000000002
34,2,overlays,0,2,scatterplot-5;,"['scatterplot-0', 'scatterplot-1', 'scatterplot-5', 'scatterplot-2', 'scatterplot-4', 'scatterplot-6', 'scatterplot-7', 'scatterplot-8', 'scatterplot-9']",scatterplot-5,0
34,2,overlays,1,1,scatterplot-97;,"['scatterplot-44', 'scatterplot-22', 'scatterplot-48', 'scatterplot-26', 'scatterplot-41', 'scatterplot-97', 'scatterplot-47', 'scatterplot-21', 'scatterplot-19']",scatterplot-97,0
34,2,overlays,2,1,scatterplot-31;,"['scatterplot-38', 'scatterplot-72', 'scatterplot-79', 'scatterplot-1', 'scatterplot-94', 'scatterplot-48', 'scatterplot-81', 'scatterplot-22', 'scatterplot-31']",scatterplot-31,0
34,2,shadowMarkers,0,1,scatterplot-2;,"['scatterplot-0', 'scatterplot-1', 'scatterplot-2', 'scatterplot-4', 'scatterplot-6', 'scatterplot-7', 'scatterplot-8', 'scatterplot-5', 'scatterplot-9']",scatterplot-5,0.05371
34,2,shadowMarkers,0,2,scatterplot-7;,"['scatterplot-0', 'scatterplot-1', 'scatterplot-2', 'scatterplot-4', 'scatterplot-6', 'scatterplot-7', 'scatterplot-8', 'scatterplot-5', 'scatterplot-9']",scatterplot-5,3.502839999999992
34,2,shadowMarkers,0,3,scatterplot-5;,"['scatterplot-0', 'scatterplot-1', 'scatterplot-2', 'scatterplot-4', 'scatterplot-6', 'scatterplot-7', 'scatterplot-8', 'scatterplot-5', 'scatterplot-9']",scatterplot-5,0
34,2,shadowMarkers,1,1,scatterplot-97;,"['scatterplot-72', 'scatterplot-89', 'scatterplot-47', 'scatterplot-97', 'scatterplot-82', 'scatterplot-38', 'scatterplot-22', 'scatterplot-75', 'scatterplot-40']",scatterplot-97,0
34,2,shadowMarkers,2,1,scatterplot-28;,"['scatterplot-48', 'scatterplot-28', 'scatterplot-26', 'scatterplot-75', 'scatterplot-65', 'scatterplot-19', 'scatterplot-10', 'scatterplot-55', 'scatterplot-44']",scatterplot-55,5.334010000000006
34,2,shadowMarkers,2,2,scatterplot-44;,"['scatterplot-48', 'scatterplot-28', 'scatterplot-26', 'scatterplot-75', 'scatterplot-65', 'scatterplot-19', 'scatterplot-10', 'scatterplot-55', 'scatterplot-44']",scatterplot-55,5.156750000000017
34,2,shadowMarkers,2,3,scatterplot-48;,"['scatterplot-48', 'scatterplot-28', 'scatterplot-26', 'scatterplot-75', 'scatterplot-65', 'scatterplot-19', 'scatterplot-10', 'scatterplot-55', 'scatterplot-44']",scatterplot-55,6.470529999999997
34,2,shadowMarkers,2,4,scatterplot-55;,"['scatterplot-48', 'scatterplot-28', 'scatterplot-26', 'scatterplot-75', 'scatterplot-65', 'scatterplot-19', 'scatterplot-10', 'scatterplot-55', 'scatterplot-44']",scatterplot-55,0
34,2,smallMultiples,0,1,scatterplot-2;,"['scatterplot-0', 'scatterplot-1', 'scatterplot-2', 'scatterplot-4', 'scatterplot-5', 'scatterplot-6', 'scatterplot-7', 'scatterplot-8', 'scatterplot-9']",scatterplot-5,0.05371
34,2,smallMultiples,0,2,scatterplot-0;,"['scatterplot-0', 'scatterplot-1', 'scatterplot-2', 'scatterplot-4', 'scatterplot-5', 'scatterplot-6', 'scatterplot-7', 'scatterplot-8', 'scatterplot-9']",scatterplot-5,3.715360000000004
34,2,smallMultiples,0,3,scatterplot-1;,"['scatterplot-0', 'scatterplot-1', 'scatterplot-2', 'scatterplot-4', 'scatterplot-5', 'scatterplot-6', 'scatterplot-7', 'scatterplot-8', 'scatterplot-9']",scatterplot-5,35.17398
34,2,smallMultiples,0,4,scatterplot-5;,"['scatterplot-0', 'scatterplot-1', 'scatterplot-2', 'scatterplot-4', 'scatterplot-5', 'scatterplot-6', 'scatterplot-7', 'scatterplot-8', 'scatterplot-9']",scatterplot-5,0
34,2,smallMultiples,1,1,scatterplot-56;,"['scatterplot-69', 'scatterplot-83', 'scatterplot-21', 'scatterplot-23', 'scatterplot-3', 'scatterplot-56', 'scatterplot-48', 'scatterplot-17', 'scatterplot-90']",scatterplot-3,17.764749999999992
34,2,smallMultiples,1,2,scatterplot-3;,"['scatterplot-69', 'scatterplot-83', 'scatterplot-21', 'scatterplot-23', 'scatterplot-3', 'scatterplot-56', 'scatterplot-48', 'scatterplot-17', 'scatterplot-90']",scatterplot-3,0
34,2,smallMultiples,2,1,scatterplot-22;,"['scatterplot-1', 'scatterplot-22', 'scatterplot-10', 'scatterplot-69', 'scatterplot-26', 'scatterplot-35', 'scatterplot-31', 'scatterplot-60', 'scatterplot-92']",scatterplot-31,5.073759999999993
34,2,smallMultiples,2,2,scatterplot-10;,"['scatterplot-1', 'scatterplot-22', 'scatterplot-10', 'scatterplot-69', 'scatterplot-26', 'scatterplot-35', 'scatterplot-31', 'scatterplot-60', 'scatterplot-92']",scatterplot-31,12.39527000000001
34,2,smallMultiples,2,3,scatterplot-26;,"['scatterplot-1', 'scatterplot-22', 'scatterplot-10', 'scatterplot-69', 'scatterplot-26', 'scatterplot-35', 'scatterplot-31', 'scatterplot-60', 'scatterplot-92']",scatterplot-31,32.055409999999995
34,2,smallMultiples,2,4,scatterplot-1;,"['scatterplot-1', 'scatterplot-22', 'scatterplot-10', 'scatterplot-69', 'scatterplot-26', 'scatterplot-35', 'scatterplot-31', 'scatterplot-60', 'scatterplot-92']",scatterplot-31,34.74231
34,2,smallMultiples,2,5,scatterplot-69;,"['scatterplot-1', 'scatterplot-22', 'scatterplot-10', 'scatterplot-69', 'scatterplot-26', 'scatterplot-35', 'scatterplot-31', 'scatterplot-60', 'scatterplot-92']",scatterplot-31,11.949450000000013
34,2,smallMultiples,2,6,scatterplot-35;,"['scatterplot-1', 'scatterplot-22', 'scatterplot-10', 'scatterplot-69', 'scatterplot-26', 'scatterplot-35', 'scatterplot-31', 'scatterplot-60', 'scatterplot-92']",scatterplot-31,33.023030000000006
34,2,smallMultiples,2,7,scatterplot-31;,"['scatterplot-1', 'scatterplot-22', 'scatterplot-10', 'scatterplot-69', 'scatterplot-26', 'scatterplot-35', 'scatterplot-31', 'scatterplot-60', 'scatterplot-92']",scatterplot-31,0
37,5,overlays,0,1,scatterplot-5;,"['scatterplot-0', 'scatterplot-1', 'scatterplot-5', 'scatterplot-2', 'scatterplot-4', 'scatterplot-6', 'scatterplot-7', 'scatterplot-8', 'scatterplot-9']",scatterplot-5,0
37,5,overlays,1,1,scatterplot-37;,"['scatterplot-89', 'scatterplot-94', 'scatterplot-83', 'scatterplot-68', 'scatterplot-95', 'scatterplot-37', 'scatterplot-88', 'scatterplot-44', 'scatterplot-87']",scatterplot-37,0
37,5,overlays,2,1,scatterplot-13;,"['scatterplot-75', 'scatterplot-69', 'scatterplot-64', 'scatterplot-27', 'scatterplot-57', 'scatterplot-23', 'scatterplot-65', 'scatterplot-25', 'scatterplot-13']",scatterplot-13,0
37,5,shadowMarkers,0,1,scatterplot-5;,"['scatterplot-0', 'scatterplot-1', 'scatterplot-2', 'scatterplot-4', 'scatterplot-6', 'scatterplot-7', 'scatterplot-8', 'scatterplot-5', 'scatterplot-9']",scatterplot-5,0
37,5,shadowMarkers,1,1,scatterplot-49;,"['scatterplot-21', 'scatterplot-72', 'scatterplot-39', 'scatterplot-42', 'scatterplot-49', 'scatterplot-32', 'scatterplot-24', 'scatterplot-85', 'scatterplot-77']",scatterplot-49,0
37,5,shadowMarkers,2,1,scatterplot-34;,"['scatterplot-48', 'scatterplot-79', 'scatterplot-41', 'scatterplot-83', 'scatterplot-4', 'scatterplot-17', 'scatterplot-34', 'scatterplot-27', 'scatterplot-61']",scatterplot-34,0
37,5,smallMultiples,0,1,scatterplot-5;,"['scatterplot-0', 'scatterplot-1', 'scatterplot-2', 'scatterplot-4', 'scatterplot-5', 'scatterplot-6', 'scatterplot-7', 'scatterplot-8', 'scatterplot-9']",scatterplot-5,0
37,5,smallMultiples,1,1,scatterplot-19;,"['scatterplot-48', 'scatterplot-61', 'scatterplot-88', 'scatterplot-49', 'scatterplot-64', 'scatterplot-79', 'scatterplot-19', 'scatterplot-57', 'scatterplot-40']",scatterplot-49,18.930180000000007
37,5,smallMultiples,1,2,scatterplot-64;,"['scatterplot-48', 'scatterplot-61', 'scatterplot-88', 'scatterplot-49', 'scatterplot-64', 'scatterplot-79', 'scatterplot-19', 'scatterplot-57', 'scatterplot-40']",scatterplot-49,11.990219999999994
37,5,smallMultiples,1,3,scatterplot-88;,"['scatterplot-48', 'scatterplot-61', 'scatterplot-88', 'scatterplot-49', 'scatterplot-64', 'scatterplot-79', 'scatterplot-19', 'scatterplot-57', 'scatterplot-40']",scatterplot-49,9.337770000000006
37,5,smallMultiples,1,4,scatterplot-49;,"['scatterplot-48', 'scatterplot-61', 'scatterplot-88', 'scatterplot-49', 'scatterplot-64', 'scatterplot-79', 'scatterplot-19', 'scatterplot-57', 'scatterplot-40']",scatterplot-49,0
37,5,smallMultiples,2,1,scatterplot-84;,"['scatterplot-24', 'scatterplot-64', 'scatterplot-10', 'scatterplot-68', 'scatterplot-78', 'scatterplot-20', 'scatterplot-39', 'scatterplot-84', 'scatterplot-57']",scatterplot-84,0
39,4,overlays,0,1,scatterplot-5;,"['scatterplot-0', 'scatterplot-1', 'scatterplot-5', 'scatterplot-2', 'scatterplot-4', 'scatterplot-6', 'scatterplot-7', 'scatterplot-8', 'scatterplot-9']",scatterplot-5,0
39,4,overlays,1,1,scatterplot-76;,"['scatterplot-21', 'scatterplot-77', 'scatterplot-19', 'scatterplot-48', 'scatterplot-76', 'scatterplot-88', 'scatterplot-69', 'scatterplot-83', 'scatterplot-38']",scatterplot-76,0
39,4,overlays,2,1,scatterplot-66;,"['scatterplot-69', 'scatterplot-6', 'scatterplot-90', 'scatterplot-4', 'scatterplot-12', 'scatterplot-75', 'scatterplot-66', 'scatterplot-42', 'scatterplot-33']",scatterplot-66,0
39,4,shadowMarkers,0,1,scatterplot-5;,"['scatterplot-0', 'scatterplot-1', 'scatterplot-2', 'scatterplot-4', 'scatterplot-6', 'scatterplot-7', 'scatterplot-8', 'scatterplot-5', 'scatterplot-9']",scatterplot-5,0
39,4,shadowMarkers,1,1,scatterplot-71;,"['scatterplot-78', 'scatterplot-75', 'scatterplot-64', 'scatterplot-71', 'scatterplot-19', 'scatterplot-87', 'scatterplot-90', 'scatterplot-38', 'scatterplot-33']",scatterplot-71,0
39,4,shadowMarkers,2,1,scatterplot-16;,"['scatterplot-1', 'scatterplot-35', 'scatterplot-41', 'scatterplot-61', 'scatterplot-40', 'scatterplot-38', 'scatterplot-39', 'scatterplot-16', 'scatterplot-26']",scatterplot-16,0
39,4,smallMultiples,0,1,scatterplot-5;,"['scatterplot-0', 'scatterplot-1', 'scatterplot-2', 'scatterplot-4', 'scatterplot-5', 'scatterplot-6', 'scatterplot-7', 'scatterplot-8', 'scatterplot-9']",scatterplot-5,0
39,4,smallMultiples,1,1,scatterplot-16;,"['scatterplot-77', 'scatterplot-42', 'scatterplot-6', 'scatterplot-58', 'scatterplot-33', 'scatterplot-16', 'scatterplot-88', 'scatterplot-56', 'scatterplot-75']",scatterplot-16,0
39,4,smallMultiples,2,1,scatterplot-67;,"['scatterplot-47', 'scatterplot-6', 'scatterplot-26', 'scatterplot-33', 'scatterplot-95', 'scatterplot-75', 'scatterplot-81', 'scatterplot-29', 'scatterplot-67']",scatterplot-67,0
41,5,overlays,0,1,scatterplot-9;,"['scatterplot-0', 'scatterplot-1', 'scatterplot-5', 'scatterplot-2', 'scatterplot-4', 'scatterplot-6', 'scatterplot-7', 'scatterplot-8', 'scatterplot-9']",scatterplot-5,4.205770000000001
41,5,overlays,0,2,scatterplot-5;,"['scatterplot-0', 'scatterplot-1', 'scatterplot-5', 'scatterplot-2', 'scatterplot-4', 'scatterplot-6', 'scatterplot-7', 'scatterplot-8', 'scatterplot-9']",scatterplot-5,0
41,5,overlays,1,1,scatterplot-27;,"['scatterplot-24', 'scatterplot-1', 'scatterplot-23', 'scatterplot-87', 'scatterplot-27', 'scatterplot-66', 'scatterplot-26', 'scatterplot-79', 'scatterplot-6']",scatterplot-66,8.48448
41,5,overlays,1,2,scatterplot-24;,"['scatterplot-24', 'scatterplot-1', 'scatterplot-23', 'scatterplot-87', 'scatterplot-27', 'scatterplot-66', 'scatterplot-26', 'scatterplot-79', 'scatterplot-6']",scatterplot-66,9.255169999999993
41,5,overlays,1,3,scatterplot-1;,"['scatterplot-24', 'scatterplot-1', 'scatterplot-23', 'scatterplot-87', 'scatterplot-27', 'scatterplot-66', 'scatterplot-26', 'scatterplot-79', 'scatterplot-6']",scatterplot-66,35.02315999999999
41,5,overlays,1,4,scatterplot-23;,"['scatterplot-24', 'scatterplot-1', 'scatterplot-23', 'scatterplot-87', 'scatterplot-27', 'scatterplot-66', 'scatterplot-26', 'scatterplot-79', 'scatterplot-6']",scatterplot-66,14.673869999999994
41,5,overlays,1,5,scatterplot-87;,"['scatterplot-24', 'scatterplot-1', 'scatterplot-23', 'scatterplot-87', 'scatterplot-27', 'scatterplot-66', 'scatterplot-26', 'scatterplot-79', 'scatterplot-6']",scatterplot-66,11.89873
41,5,overlays,1,6,scatterplot-66;,"['scatterplot-24', 'scatterplot-1', 'scatterplot-23', 'scatterplot-87', 'scatterplot-27', 'scatterplot-66', 'scatterplot-26', 'scatterplot-79', 'scatterplot-6']",scatterplot-66,0
41,5,overlays,2,1,scatterplot-93;,"['scatterplot-25', 'scatterplot-39', 'scatterplot-29', 'scatterplot-41', 'scatterplot-64', 'scatterplot-75', 'scatterplot-19', 'scatterplot-78', 'scatterplot-93']",scatterplot-93,0
41,5,shadowMarkers,0,1,scatterplot-5;,"['scatterplot-0', 'scatterplot-1', 'scatterplot-2', 'scatterplot-4', 'scatterplot-6', 'scatterplot-7', 'scatterplot-8', 'scatterplot-5', 'scatterplot-9']",scatterplot-5,0
41,5,shadowMarkers,1,1,scatterplot-32;,"['scatterplot-44', 'scatterplot-32', 'scatterplot-61', 'scatterplot-25', 'scatterplot-2', 'scatterplot-79', 'scatterplot-20', 'scatterplot-41', 'scatterplot-35']",scatterplot-2,6.4051000000000045
41,5,shadowMarkers,1,2,scatterplot-44;,"['scatterplot-44', 'scatterplot-32', 'scatterplot-61', 'scatterplot-25', 'scatterplot-2', 'scatterplot-79', 'scatterplot-20', 'scatterplot-41', 'scatterplot-35']",scatterplot-2,8.428500000000014
41,5,shadowMarkers,1,3,scatterplot-44;,"['scatterplot-44', 'scatterplot-32', 'scatterplot-61', 'scatterplot-25', 'scatterplot-2', 'scatterplot-79', 'scatterplot-20', 'scatterplot-41', 'scatterplot-35']",scatterplot-2,8.428500000000014
